director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes
Sam Taylor-Johnson,129.0,456.0,716.0,Luke Grimes,1000.0,Drama|Romance,Jennifer Ehle,Fifty Shades of Grey ,4585,Callum Rennie,English,USA,R,40000000.0,935.0
James Wan,134.0,0.0,336.0,Frances O'Connor,1000.0,Horror|Mystery|Thriller,Javier Botet,The Conjuring 2 ,2676,Robin Atkin Downes,English,USA,R,40000000.0,575.0
Ken Kwapis,129.0,42.0,49.0,Sabrina Revelle,97.0,Comedy|Drama|Romance,Carmen Perez,He's Just Not That Into You ,318,Sachiko Ishida,English,USA,PG-13,40000000.0,50.0
Wes Craven,116.0,0.0,71.0,Roger Jackson,287.0,Horror|Mystery,Kelly Rutherford,Scream 3 ,600,Nancy O'Dell,English,USA,R,40000000.0,157.0
Robert Zemeckis,118.0,0.0,690.0,Jeffrey Weissman,1000.0,Adventure|Comedy|Sci-Fi|Western,Lea Thompson,Back to the Future Part III ,3986,Thomas F. Wilson,English,USA,PG,40000000.0,869.0
Michael Mann,117.0,0.0,322.0,Terry Kinney,855.0,Action|Adventure|Drama|Romance|War,Wes Studi,The Last of the Mohicans ,2144,Eric Schweig,English,USA,R,40000000.0,363.0
Bobby Farrelly,114.0,101.0,398.0,Bruce McGill,700.0,Comedy|Drama|Fantasy|Romance,Jason Alexander,Shallow Hal ,2842,Susan Ward,English,USA,PG-13,40000000.0,655.0
Nick Cassavetes,109.0,415.0,119.0,Kate Upton,982.0,Comedy|Romance,Don Johnson,The Other Woman ,2357,David Thornton,English,USA,PG-13,40000000.0,971.0
John Moore,106.0,212.0,389.0,David Keith,578.0,Action|Drama|Thriller|War,Joaquim de Almeida,Behind Enemy Lines ,2544,Sam Jaeger,English,USA,PG-13,40000000.0,563.0
Peter Chelsom,106.0,23.0,418.0,Nick Cannon,1000.0,Comedy|Drama|Romance,Lisa Ann Walter,Shall We Dance ,2325,Omar Benson Miller,English,USA,PG-13,50000000.0,593.0
Mel Gibson,139.0,0.0,19.0,Dalia Hernández,708.0,Action|Adventure|Drama|Thriller,Rudy Youngblood,Apocalypto ,848,Jonathan Brewer,Maya,USA,R,40000000.0,78.0
John Glen,130.0,46.0,162.0,Desmond Llewelyn,387.0,Action|Adventure|Thriller,Joe Don Baker,The Living Daylights ,1233,Art Malik,English,UK,PG,30000000.0,244.0
Ivan Reitman,116.0,425.0,204.0,Debra Winger,954.0,Comedy|Crime|Romance,Brian Dennehy,Legal Eagles ,2179,Roscoe Lee Browne,English,USA,PG,40000000.0,568.0
Iain Softley,104.0,34.0,280.0,Deneen Tyler,545.0,Horror|Mystery|Thriller,Gena Rowlands,The Skeleton Key ,1274,Joy Bryant,English,USA,PG-13,43000000.0,351.0
Paul Weiland,101.0,10.0,681.0,Beau Garrett,1000.0,Comedy|Romance,Busy Philipps,Made of Honor ,4298,Kevin Sussman,English,USA,PG-13,40000000.0,689.0
John McTiernan,106.0,323.0,0.0,José Wilker,472.0,Adventure|Drama|Romance,Lorraine Bracco,Medicine Man ,519,Sean Connery,English,USA,PG-13,40000000.0,47.0
Colin Strause,102.0,25.0,473.0,Johnny Lewis,1000.0,Action|Horror|Sci-Fi|Thriller,Sam Trammell,Aliens vs. Predator: Requiem ,4324,Ian Whyte,English,USA,R,40000000.0,741.0
Greg Mottola,109.0,99.0,57.0,Nelson Ascencio,176.0,Adventure|Comedy|Sci-Fi,Bobby Lee,Paul ,390,Jeremy Owen,English,USA,R,40000000.0,61.0
Anne Fletcher,95.0,98.0,78.0,Tom Virtue,405.0,Comedy|Drama,Miriam Margolyes,The Guilt Trip ,1070,Julene Renee,English,USA,PG-13,40000000.0,358.0
Oliver Stone,140.0,0.0,552.0,Kevin Dillon,720.0,Biography|Drama|Music|Musical,Michael Wincott,The Doors ,3044,Kathleen Quinlan,English,USA,R,38000000.0,576.0
Jake Kasdan,94.0,52.0,214.0,Randall Park,683.0,Comedy,James Wilcox,Sex Tape ,1488,Nat Faxon,English,USA,R,40000000.0,392.0
Diane Keaton,94.0,0.0,235.0,Celia Weston,374.0,Comedy|Drama,Adam Arkin,Hanging Up ,1238,Jesse James,English,Germany,PG-13,60000000.0,258.0
Steven Quale,92.0,77.0,495.0,Jacqueline MacInnes Wood,703.0,Horror,Emma Bell,Final Destination 5 ,3074,Courtney B. Vance,English,USA,R,40000000.0,682.0
Kelly Makin,102.0,6.0,584.0,Burt Young,711.0,Comedy|Crime|Romance,Jeanne Tripplehorn,Mickey Blue Eyes ,2913,Vincent Pastore,English,UK,PG-13,40000000.0,683.0
Bobby Farrelly,104.0,101.0,223.0,KaDee Strickland,787.0,Comedy|Drama|Romance|Sport,Jimmy Fallon,Fever Pitch ,1827,Ione Skye,English,USA,PG-13,30000000.0,299.0
Steven Brill,102.0,65.0,490.0,Shaun Weiss,1000.0,Comedy|Drama,Lisa Ann Walter,Drillbit Taylor ,3239,Matt Walsh,English,USA,PG-13,40000000.0,613.0
Russell Mulcahy,93.0,85.0,510.0,Peter Boyle,924.0,Action|Adventure|Crime|Fantasy|Mystery|Thriller,Jonathan Winters,The Shadow ,2711,John Kapelos,English,USA,PG-13,25000000.0,595.0
Roger Michell,107.0,50.0,58.0,Patti D'Arbanville,293.0,Comedy|Drama|Romance,Noah Bean,Morning Glory ,621,Vanessa Aspillaga,English,USA,PG-13,40000000.0,117.0
Jim Sheridan,117.0,260.0,441.0,Bill Duke,1000.0,Biography|Crime|Drama|Music,50 Cent,Get Rich or Die Tryin' ,3969,Marc John Jefferies,English,USA,R,40000000.0,1000.0
Sam Weisman,90.0,39.0,210.0,Valerie Perri,607.0,Comedy,Oliver Hudson,The Out-of-Towners ,1335,Carlease Burke,English,USA,PG-13,40000000.0,322.0
Peter Hyams,104.0,0.0,327.0,Justin Chambers,964.0,Action|Adventure|Romance,Catherine Deneuve,The Musketeer ,2888,Stephen Rea,English,Germany,PG-13,40000000.0,931.0
Stephen Hopkins,99.0,81.0,135.0,Andrea Frankle,327.0,Horror|Thriller,Stephen Rea,The Reaping ,960,William Ragsdale,English,USA,R,40000000.0,253.0
Olivier Megaton,112.0,118.0,674.0,Callum Blue,877.0,Action|Crime|Drama|Thriller,Jordi Mollà,Colombiana ,3432,Jesse Borrego,English,France,PG-13,40000000.0,738.0
Irwin Winkler,128.0,34.0,685.0,Nathan Lane,978.0,Drama|Romance,Mira Sorvino,At First Sight ,3821,Steven Weber,English,USA,PG-13,60000000.0,886.0
Joseph Kahn,84.0,33.0,1000.0,Jay Hernandez,1000.0,Action|Comedy|Crime,Dane Cook,Torque ,5039,Christina Milian,English,USA,PG-13,40000000.0,1000.0
Elaine May,107.0,124.0,572.0,Warren Beatty,636.0,Action|Adventure|Comedy|Music|Thriller,Carol Kane,Ishtar ,3374,Isabelle Adjani,English,USA,PG-13,51000000.0,631.0
John Carpenter,99.0,0.0,402.0,Michael McKean,782.0,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,Memoirs of an Invisible Man ,2125,Patricia Heaton,English,USA,PG-13,40000000.0,658.0
Dennie Gordon,91.0,29.0,762.0,Bob Saget,976.0,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York Minute ,3974,Riley Smith,English,USA,PG,30000000.0,799.0
Charles Shyer,103.0,14.0,624.0,Nia Long,865.0,Comedy|Drama|Romance,Omar Epps,Alfie ,3639,Jane Krakowski,English,UK,R,60000000.0,826.0
Ken Kwapis,107.0,42.0,171.0,Tim Blake Nelson,875.0,Biography|Drama|Romance,Ted Danson,Big Miracle ,1702,Andrew Daly,English,USA,PG,40000000.0,596.0
Danny DeVito,89.0,0.0,500.0,Amber Valletta,1000.0,Comedy,Justin Theroux,Duplex ,3096,Harvey Fierstein,English,USA,PG-13,40000000.0,627.0
Jerry Jameson,119.0,5.0,249.0,Jason Robards,521.0,Action|Adventure|Drama|Thriller,M. Emmet Walsh,Raise the Titanic ,1883,Anne Archer,English,UK,PG,36000000.0,372.0
Gary Fleder,102.0,39.0,259.0,Mekhi Phifer,1000.0,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,Impostor ,2664,Tim Guinee,English,USA,R,40000000.0,1000.0
Jean-Marie Poiré,84.0,8.0,219.0,Matt Ross,545.0,Comedy|Fantasy|Sci-Fi,Bridgette Wilson-Sampras,Just Visiting ,1149,John Aylward,English,France,PG-13,40000000.0,248.0
Brian Robbins,91.0,48.0,39.0,Lou Saliba,61.0,Comedy|Drama,John Gatins,A Thousand Words ,222,Greg Collins,English,USA,PG-13,40000000.0,46.0
Marc F. Adler,94.0,0.0,379.0,Anne Bancroft,795.0,Adventure|Animation|Comedy|Fantasy|Romance,Eric Idle,Delgo ,2449,Kelly Ripa,English,USA,PG,40000000.0,754.0
Pierre Morel,115.0,180.0,87.0,Mark Rylance,1000.0,Action|Crime|Drama|Mystery|Thriller,Ray Winstone,The Gunman ,1686,Jasmine Trinca,English,USA,R,40000000.0,535.0
D.J. Caruso,105.0,154.0,502.0,Aaron Yoo,884.0,Drama|Mystery|Thriller,Sarah Roemer,Disturbia ,2288,Jose Pablo Cantillo,English,USA,PG-13,20000000.0,617.0
Richard Shepard,101.0,47.0,2.0,Zan Marolt,499.0,Adventure|Comedy|Drama|Romance|Thriller|War,James Brolin,The Hunting Party ,504,Ljubomir Kerekes,English,USA,R,25000000.0,3.0
Joel Coen,111.0,0.0,385.0,Bill Cobbs,1000.0,Comedy|Fantasy,Jennifer Jason Leigh,The Hudsucker Proxy ,2612,John Mahoney,English,UK,PG,30000000.0,970.0
Sergey Bodrov,112.0,44.0,533.0,Kuno Becker,1000.0,Drama|History|War,Jay Hernandez,Nomad: The Warrior ,2115,Jason Scott Lee,Kazakh,France,R,25000000.0,580.0
Bibo Bergeron,90.0,10.0,541.0,Bob Balaban,1000.0,Adventure|Animation|Comedy|Fantasy|Music|Romance,Adam Goldberg,A Monster in Paris ,3243,François Cluzet,French,France,PG,25000000.0,559.0
Alex Proyas,98.0,295.0,380.0,Bai Ling,720.0,Action|Drama|Fantasy,Michael Wincott,The Crow ,2630,David Patrick Kelly,English,USA,R,23000000.0,581.0
S.S. Rajamouli,159.0,50.0,72.0,Anushka Shetty,218.0,Action|Adventure|Drama|Fantasy|War,Tamannaah Bhatia,Baahubali: The Beginning ,554,Prabhas,Telugu,India,,18026148.0,133.0
Robert Schwentke,107.0,124.0,100.0,Brooklynn Proulx,152.0,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,The Time Traveler's Wife ,568,Michelle Nolden,English,USA,PG-13,39000000.0,142.0
Richard Lester,125.0,44.0,420.0,Robert Vaughn,593.0,Action|Comedy|Sci-Fi,Margot Kidder,Superman III ,2329,Jackie Cooper,English,UK,PG,39000000.0,542.0
Andy Tennant,108.0,72.0,559.0,Mary Lynn Rajskub,982.0,Comedy|Romance,Ethan Embry,Sweet Home Alabama ,4251,Courtney Gains,English,USA,PG-13,38000000.0,935.0
Jonathan Lynn,93.0,36.0,275.0,Phil Hartman,592.0,Comedy,Austin Pendleton,Sgt. Bilko ,2176,Max Casella,English,USA,PG,39000000.0,516.0
David Carson,118.0,18.0,906.0,Alan Ruck,1000.0,Action|Adventure|Mystery|Sci-Fi|Thriller,LeVar Burton,Star Trek: Generations ,6427,Jonathan Frakes,English,USA,PG,35000000.0,946.0
Kar-Wai Wong,122.0,0.0,7.0,Hye-kyo Song,643.0,Action|Biography|Drama,Tony Chiu Wai Leung,The Grandmaster ,943,Elvis Tsui,Mandarin,Hong Kong,PG-13,38600000.0,290.0
Yuefeng Song,88.0,0.0,46.0,Bianca Collins,76.0,Adventure|Animation|Family|Fantasy,Blythe Auffarth,Dragon Nest: Warriors' Dawn ,196,Jiao Xu,English,China,,40000000.0,47.0
Michael Apted,115.0,150.0,789.0,Jeff Kober,970.0,Crime|Drama|Thriller,Bill Cobbs,Enough ,3770,Billy Campbell,English,USA,PG-13,38000000.0,919.0
David Mirkin,123.0,7.0,692.0,Anne Bancroft,931.0,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,2912,Jeffrey Jones,English,USA,PG-13,35000000.0,754.0
Andy Fickman,94.0,99.0,377.0,Daniella Alonso,598.0,Action|Comedy|Crime,D.B. Woodside,Paul Blart: Mall Cop 2 ,3552,Eduardo Verástegui,English,USA,PG,30000000.0,557.0
Luis Mandoki,102.0,43.0,280.0,Shirley Knight,308.0,Drama|Romance,Sonia Braga,Angel Eyes ,1440,Kari Matchett,English,USA,R,38000000.0,285.0
John Pasquin,98.0,11.0,466.0,Ken Marino,854.0,Comedy|Drama,Jim Belushi,Joe Somebody ,2765,Kelly Lynch,English,USA,PG,38000000.0,543.0
Stephen Herek,105.0,65.0,108.0,Dagmara Dominczyk,628.0,Drama|Music,Beth Grant,Rock Star ,1265,Matthew Glave,English,USA,R,57000000.0,316.0
Lee Daniels,109.0,304.0,736.0,Gabourey Sidibe,940.0,Drama,Mo'Nique,Precious ,3277,Mariah Carey,English,USA,R,10000000.0,906.0
John Carpenter,109.0,0.0,145.0,Richard Masur,957.0,Horror|Mystery|Sci-Fi,Wilford Brimley,The Thing ,1757,David Clennon,English,USA,R,15000000.0,163.0
Jeb Stuart,118.0,11.0,12.0,Claudia Stedelin,37.0,Crime|Mystery|Thriller,Gregory Scott Cummins,Switchback ,74,Ted Markland,English,USA,R,37000000.0,12.0
Steve Miner,110.0,49.0,427.0,Usher Raymond,1000.0,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,Texas Rangers ,2120,Leonor Varela,English,USA,PG-13,38000000.0,569.0
Paul Thomas Anderson,144.0,0.0,15.0,Jeffrey W. Jenkins,378.0,Drama,Mike Howard,The Master ,427,Bruce Goodchild,English,USA,R,32000000.0,18.0
Rawson Marshall Thurber,118.0,43.0,651.0,Molly C. Quinn,740.0,Comedy|Crime,Laura-Leigh,We're the Millers ,3425,Thomas Lennon,English,USA,R,37000000.0,707.0
Fedor Bondarchuk,115.0,35.0,30.0,Fedor Bondarchuk,463.0,Action|Adventure|Sci-Fi,Yuliya Snigir,Obitaemyy ostrov ,599,Aleksey Serebryakov,Russian,Russia,,29500000.0,35.0
Jonathan Mostow,93.0,84.0,263.0,M.C. Gainey,551.0,Action|Crime|Drama|Mystery|Thriller,Kathleen Quinlan,Breakdown ,1874,J.T. Walsh,English,USA,R,36000000.0,284.0
Steve Pink,101.0,38.0,318.0,Collette Wolfe,496.0,Comedy|Sci-Fi,Charlie McDermott,Hot Tub Time Machine ,1272,Crystal Lowe,English,USA,R,36000000.0,390.0
Scott Hicks,127.0,96.0,577.0,Reeve Carney,746.0,Drama|Mystery|Romance|Thriller,Rick Yune,Snow Falling on Cedars ,2393,Daniel von Bargen,English,USA,PG-13,36000000.0,602.0
Andrew Bergman,95.0,31.0,450.0,Nathan Lane,944.0,Biography|Comedy|Romance,Stockard Channing,Isn't She Great ,2928,John Larroquette,English,USA,R,36000000.0,886.0
Kirk De Micco,81.0,16.0,387.0,Kenan Thompson,541.0,Adventure|Animation|Comedy|Family|Sci-Fi,Cheryl Hines,Space Chimps ,2268,Omid Abtahi,English,USA,G,37000000.0,521.0
Chris Rock,95.0,0.0,642.0,Dylan Baker,1000.0,Comedy,Bernie Mac,Head of State ,4537,Tracy Morgan,English,USA,PG-13,35200000.0,812.0
Wilson Yip,105.0,25.0,51.0,Lynn Hung,461.0,Action|Biography|Drama|History,Mike Tyson,Ip Man 3 ,615,Kwok-Kwan Chan,Cantonese,Hong Kong,PG-13,36000000.0,79.0
John Lee Hancock,129.0,102.0,624.0,Quinton Aaron,768.0,Biography|Drama|Sport,Catherine Dyer,The Blind Side ,3389,Kim Dickens,English,USA,PG-13,29000000.0,734.0
Judd Apatow,129.0,0.0,213.0,Randall Park,492.0,Comedy|Romance,Amy Schumer,Trainwreck ,1450,Josh Segarra,English,Japan,R,35000000.0,392.0
Kevin Rodney Sullivan,105.0,8.0,278.0,Nicole Sullivan,1000.0,Comedy|Romance,Bernie Mac,Guess Who ,2689,Sherri Shepherd,English,USA,PG-13,35000000.0,358.0
Mike Mitchell,100.0,31.0,591.0,Kelly Preston,947.0,Adventure|Comedy|Family|Sci-Fi,Michael Angarano,Sky High ,2968,Nicholas Braun,English,USA,PG,35000000.0,742.0
Roger Donaldson,108.0,79.0,25.0,Marg Helgenberger,900.0,Action|Horror|Sci-Fi|Thriller,Natasha Henstridge,Species ,1715,Jordan Lund,English,USA,R,35000000.0,759.0
Randall Wallace,123.0,130.0,426.0,Kevin Connolly,826.0,Biography|Drama|Family|History|Sport,Scott Glenn,Secretariat ,2259,Dylan Walsh,English,USA,PG,35000000.0,638.0
Michael Tollin,109.0,19.0,568.0,Riley Smith,1000.0,Biography|Drama|Sport,Alfre Woodard,Radio ,4231,Debra Winger,English,USA,PG,35000000.0,762.0
Judd Apatow,134.0,0.0,120.0,Maude Apatow,529.0,Comedy,Charlyne Yi,This Is 40 ,1050,Mackenzie Aladjem,English,USA,R,35000000.0,130.0
Patrick Tatopoulos,92.0,148.0,227.0,Kevin Grevioux,978.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Craig Parker,Underworld: Rise of the Lycans ,2184,Steven Mackintosh,English,USA,R,35000000.0,593.0
Gary David Goldberg,98.0,30.0,664.0,Victor Webster,944.0,Comedy|Romance,Stockard Channing,Must Love Dogs ,4879,Elizabeth Perkins,English,USA,PG-13,30000000.0,940.0
Tobe Hooper,120.0,365.0,723.0,Zelda Rubinstein,887.0,Fantasy|Horror,Heather O'Rourke,Poltergeist ,3876,Craig T. Nelson,English,USA,PG,10700000.0,770.0
Alan Poul,104.0,16.0,584.0,Noureen DeWulf,1000.0,Comedy|Romance,Danneel Ackles,The Back-up Plan ,3356,Tom Bosley,English,USA,PG-13,35000000.0,700.0
Luke Greenfield,112.0,42.0,196.0,Steve Howey,969.0,Comedy|Drama|Romance,Ashley Williams,Something Borrowed ,2371,Kirsten Day,English,USA,PG-13,35000000.0,826.0
Gil Junger,95.0,19.0,447.0,Marsha Thomason,1000.0,Adventure|Comedy|Fantasy,Tom Wilkinson,Black Knight ,2643,Vincent Regan,English,USA,PG-13,50000000.0,691.0
Catherine Hardwicke,101.0,308.0,206.0,Hiam Abbass,446.0,Drama|Family|Fantasy,Keisha Castle-Hughes,The Nativity Story ,966,Shaun Toub,English,USA,PG,30000000.0,224.0
Jaume Collet-Serra,108.0,174.0,324.0,Paris Hilton,730.0,Horror,Robert Ri'chard,House of Wax ,2178,Brian Van Holt,English,Australia,R,30000000.0,716.0
Alexandre Aja,112.0,192.0,844.0,Cameron Boyce,1000.0,Horror|Mystery,Jason Flemyng,Mirrors ,3185,Julian Glover,English,USA,R,35000000.0,915.0
Michael Rymer,101.0,48.0,531.0,Lena Olin,775.0,Drama|Fantasy|Horror,Aaliyah,Queen of the Damned ,3001,Bruce Spence,English,USA,R,35000000.0,541.0
Mike Hodges,111.0,24.0,455.0,William Hootkins,591.0,Action|Adventure|Sci-Fi,Brian Blessed,Flash Gordon ,2603,Sam J. Jones,English,UK,PG,20000000.0,488.0
Kevin Smith,102.0,0.0,769.0,Mike Starr,939.0,Comedy|Drama|Romance,Stephen Root,Jersey Girl ,3592,George Carlin,English,USA,PG-13,35000000.0,854.0
Rob Cohen,101.0,357.0,374.0,Chad Lindberg,907.0,Action|Crime|Mystery|Thriller,Cicely Tyson,Alex Cross ,2471,Carmen Ejogo,English,USA,PG-13,35000000.0,445.0
Susanna White,109.0,24.0,167.0,Bill Bailey,287.0,Comedy|Family|Fantasy,Daniel Mays,Nanny McPhee Returns ,855,Eros Vlahos,English,UK,PG,35000000.0,175.0
Danny DeVito,140.0,0.0,210.0,J.T. Walsh,436.0,Biography|Crime|Drama,Frank Whaley,Hoffa ,1394,Paul Guilfoyle,English,USA,R,35000000.0,263.0
Chris Carter,108.0,251.0,296.0,Callum Rennie,826.0,Drama|Mystery|Sci-Fi|Thriller,Mitch Pileggi,The X Files: I Want to Believe ,2351,Nicki Aycox,English,USA,PG-13,30000000.0,716.0
John Singleton,106.0,309.0,63.0,Benjamin J. Cain Jr.,327.0,Action|Mystery|Thriller,Ken Arnold,Abduction ,561,Richard Cetrone,English,USA,PG-13,35000000.0,73.0
Gary Chapman,76.0,2.0,72.0,Olivia Williams,1000.0,Adventure|Animation|Comedy|Family|War,Jim Broadbent,Valiant ,1908,Pip Torrens,English,UK,G,35000000.0,766.0
Craig Mazin,82.0,82.0,418.0,Tracy Morgan,1000.0,Action|Comedy|Sci-Fi|Thriller,Drake Bell,Superhero Movie ,3266,Marion Ross,English,USA,PG-13,35000000.0,642.0
Allen Hughes,109.0,90.0,344.0,James Ransone,1000.0,Crime|Drama|Thriller,Alona Tal,Broken City ,2073,Michael Beach,English,USA,R,35000000.0,412.0
Wes Craven,99.0,0.0,520.0,Portia de Rossi,1000.0,Comedy|Horror,Shannon Elizabeth,Cursed ,2535,Derek Mears,English,USA,PG-13,35000000.0,573.0
Anne Fletcher,87.0,98.0,253.0,Richard T. Jones,472.0,Action|Comedy|Crime,Jim Gaffigan,Hot Pursuit ,1679,Michael Mosley,English,USA,PG-13,35000000.0,328.0
Kimble Rendall,93.0,0.0,174.0,Cariba Heine,465.0,Action|Horror|Sci-Fi,Alex Russell,Bait ,1361,Richard Brancatisano,English,Australia,R,30000000.0,351.0
John Milius,115.0,468.0,150.0,Dann Florek,605.0,Action|Drama|Thriller|War,Rosanna Arquette,Flight of the Intruder ,1290,Christopher Rich,English,USA,PG-13,35000000.0,367.0
Jake Kasdan,120.0,52.0,134.0,Nat Faxon,553.0,Comedy|Music,Tim Meadows,Walk Hard: The Dewey Cox Story ,1082,Matt Price,English,USA,R,35000000.0,214.0
Les Mayfield,94.0,10.0,141.0,Ronny Cox,694.0,Action|Western,Gregory Smith,American Outlaws ,1668,Harris Yulin,English,USA,PG-13,35000000.0,605.0
Dominic Sena,101.0,57.0,230.0,Bashar Rahal,1000.0,Action|Crime|Mystery|Thriller,Tom Skerritt,Whiteout ,1947,Shawn Doyle,English,USA,R,35000000.0,603.0
Hark Tsui,91.0,85.0,105.0,Lela Rochon,635.0,Action|Comedy|Thriller,Paul Sorvino,Knock Off ,1352,Ray Nicholas,English,Aruba,R,35000000.0,316.0
David Ayer,109.0,453.0,120.0,Martin Donovan,1000.0,Action|Crime|Drama|Thriller,Mireille Enos,Sabotage ,1458,Maurice Compte,English,USA,R,35000000.0,206.0
Ronny Yu,101.0,31.0,448.0,Lee Arenberg,690.0,Action|Adventure|Fantasy,Marley Shelton,Warriors of Virtue ,1993,Angus Macfadyen,English,USA,PG,35000000.0,457.0
Ridley Scott,117.0,0.0,567.0,Albert Finney,883.0,Comedy|Drama|Romance,Archie Panjabi,A Good Year ,3611,Richard Coyle,English,USA,PG-13,35000000.0,883.0
Bille August,121.0,55.0,918.0,Tom Wilkinson,1000.0,Action|Drama|Sci-Fi|Thriller,Jim Broadbent,Smilla's Sense of Snow ,3125,Julia Ormond,English,Denmark,R,35000000.0,1000.0
Brian De Palma,114.0,0.0,115.0,Gregg Henry,548.0,Crime|Drama|Mystery|Thriller,Peter Coyote,Femme Fatale ,1005,Rie Rasmussen,English,France,R,35000000.0,298.0
Moustapha Akkad,156.0,278.0,249.0,Rod Steiger,695.0,Biography|Drama|History|War,Oliver Reed,Lion of the Desert ,1573,John Gielgud,English,Libya,PG,35000000.0,279.0
Ang Lee,148.0,0.0,0.0,Jeffrey Dover,3.0,Drama|Romance|War|Western,Jeremy W. Auman,Ride with the Devil ,5,Tobey Maguire,English,USA,R,35000000.0,2.0
Tony Kaye,,194.0,816.0,Aisha Tyler,970.0,Crime|Drama,Bill Cobbs,Black Water Transit ,3874,Beverly D'Angelo,English,USA,,23000000.0,856.0
Wes Ball,113.0,47.0,129.0,Aml Ameen,988.0,Action|Mystery|Sci-Fi|Thriller,Ki Hong Lee,The Maze Runner ,1783,Jacob Latimore,English,USA,PG-13,34000000.0,149.0
Ken Scott,91.0,31.0,141.0,June Diane Raphael,1000.0,Comedy,Tom Wilkinson,Unfinished Business ,1564,Melissa McMeekin,English,USA,R,35000000.0,249.0
Hugh Johnson,102.0,3.0,239.0,Kevin J. O'Connor,372.0,Action|Adventure|Comedy|Drama|Thriller,David Paymer,Chill Factor ,1274,Hudson Leick,English,USA,R,34000000.0,248.0
George Tillman Jr.,128.0,88.0,954.0,Melissa Benoist,989.0,Drama|Romance,Tiago Riani,The Longest Ride ,3386,Hayley Lovitt,English,USA,PG-13,34000000.0,970.0
Hugh Hudson,114.0,46.0,292.0,Eva Marie Saint,818.0,Adventure|Drama|Romance,Liam Aiken,I Dreamed of Africa ,1778,Vincent Perez,English,USA,PG-13,34000000.0,649.0
Justin Chadwick,141.0,56.0,38.0,Fana Mokoena,113.0,Biography|Drama|History,Terry Pheto,Mandela: Long Walk to Freedom ,301,Tony Kgoroge,English,UK,PG-13,35000000.0,98.0
Raja Gosnell,99.0,67.0,330.0,Cedric the Entertainer,826.0,Action|Comedy|Crime,Nia Long,Big Momma's House ,1790,Tichina Arnold,English,USA,PG-13,30000000.0,436.0
Jeremy Degruson,85.0,0.0,11.0,Brianne Brozey,324.0,Adventure|Animation|Comedy|Family|Fantasy,Kyle Hebert,Thunder and the House of Magic ,369,Joe Ochman,English,Belgium,,34000000.0,15.0
Chris Gorak,89.0,21.0,48.0,Veronika Vernadskaya,614.0,Action|Adventure|Horror|Sci-Fi|Thriller,Max Minghella,The Darkest Hour ,843,Dato Bakhtadze,English,USA,PG-13,30000000.0,150.0
David R. Ellis,105.0,160.0,491.0,Kenan Thompson,852.0,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,Snakes on a Plane ,2604,Rachel Blanchard,English,Germany,R,33000000.0,521.0
Jonathan Hensleigh,140.0,36.0,336.0,Marco St. John,669.0,Action|Crime|Drama|Thriller,Laura Harring,The Punisher ,2114,Eddie Jemison,English,USA,R,33000000.0,403.0
Danny Cannon,118.0,41.0,577.0,Kuno Becker,722.0,Drama|Romance|Sport,Sean Pertwee,Goal! The Dream Begins ,2859,Stephen Dillane,English,USA,PG-13,10000000.0,580.0
Neil Marshall,113.0,197.0,43.0,Jason Cope,165.0,Action|Sci-Fi|Thriller,Ryan Kruger,Doomsday ,391,Jeremy Crutchley,English,UK,R,30000000.0,107.0
Brian Levant,99.0,32.0,521.0,Nichelle Nichols,773.0,Adventure|Comedy|Family|Sport,James Coburn,Snow Dogs ,2916,M. Emmet Walsh,English,Canada,PG,35000000.0,664.0
Jared Hess,92.0,100.0,327.0,Moises Arias,678.0,Comedy|Family|Sport,Ana de la Reguera,Nacho Libre ,1729,Héctor Jiménez,English,Germany,PG,32000000.0,635.0
