director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes,num_critic_for_reviews,gross,num_voted_users,num_user_for_reviews,imdb_score,movie_facebook_likes,genre_Drama,genre_Comedy,genre_Romance,genre_Thriller,genre_Crime,genre_Action,genre_Adventure,genre_Horror,genre_Family,genre_Fantasy,genre_other,profit,pop_est,gdp_md,actor_1_degree,actor_1_closeness,actor_1_betweenness,actor_2_degree,actor_2_closeness,actor_2_betweenness,actor_3_degree,actor_3_closeness,actor_3_betweenness
Sngmoo Lee,100.0,19.0,433.0,Dong-gun Jang,624.0,"['Action', 'Fantasy', 'Western']",Tony Cox,The Warrior's Way ,2056,Jed Brophy,English,New Zealand,R,45000000.0,489.0,95.0,5664251,22309,102.0,6.3,0,False,False,False,False,False,True,False,False,False,True,True,-39335749.0,4917000.0,206928.0,4.0,0.06320156506030113,0.002723187103134333,6.0,0.05638879270720067,0.0018200972290682053,2.0,0.05636801952882262,0.0
Jean-Pierre Jeunet,105.0,0.0,52.0,Dany Boon,1000.0,"['Action', 'Comedy', 'Crime']",Omar Sy,Micmacs ,1342,André Dussollier,French,France,R,27000000.0,172.0,213.0,1260917,24657,71.0,7.2,0,False,True,False,False,True,True,False,False,False,False,False,-25739083.0,67059887.0,2715518.0,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0,4.0,0.0017582417582417582,1.546386770661177e-06
Gordon Chan,108.0,4.0,96.0,Lee Evans,687.0,"['Action', 'Comedy', 'Fantasy']",Julian Sands,The Medallion ,1134,Anthony Chau-Sang Wong,English,Hong Kong,PG-13,41000000.0,312.0,98.0,22108977,29861,132.0,5.2,505,False,True,False,False,False,True,False,False,False,True,False,-18891023.0,,,8.0,0.06165447325918768,0.004295706178480384,2.0,0.05594551700584608,0.0,4.0,0.057528334998022006,0.0022003564694857603
John Moore,106.0,212.0,389.0,David Keith,578.0,"['Action', 'Drama', 'Thriller', 'War']",Joaquim de Almeida,Behind Enemy Lines ,2544,Sam Jaeger,English,USA,PG-13,40000000.0,563.0,131.0,59068786,86902,411.0,6.4,0,True,False,False,True,False,True,False,False,False,False,True,19068786.0,328239523.0,21433226.0,4.0,0.06773394821203588,0.0030321168270659496,10.0,0.07587948872352543,0.006195775187105743,2.0,0.06679514962828288,0.0
Peter Chelsom,106.0,23.0,418.0,Nick Cannon,1000.0,"['Comedy', 'Drama', 'Romance']",Lisa Ann Walter,Shall We Dance ,2325,Omar Benson Miller,English,USA,PG-13,50000000.0,593.0,118.0,57887882,35508,211.0,6.1,0,True,True,True,False,False,False,False,False,False,False,False,7887882.0,328239523.0,21433226.0,4.0,0.07269793990307116,0.0017251761289570448,4.0,0.07557964386811016,0.0027778062060876915,4.0,0.06824754193175246,0.002723187103134333
John Glen,130.0,46.0,162.0,Desmond Llewelyn,387.0,"['Action', 'Adventure', 'Thriller']",Joe Don Baker,The Living Daylights ,1233,Art Malik,English,UK,PG,30000000.0,244.0,105.0,51185897,69457,271.0,6.7,0,False,False,False,True,False,True,True,False,False,False,False,21185897.0,66834405.0,2829108.0,4.0,0.054563961490947326,0.0015690328294926845,10.0,0.05622819991216868,0.004737368549279594,2.0,0.05201801428216523,0.0
Ivan Reitman,116.0,425.0,204.0,Debra Winger,954.0,"['Comedy', 'Crime', 'Romance']",Brian Dennehy,Legal Eagles ,2179,Roscoe Lee Browne,English,USA,PG,40000000.0,568.0,16.0,49851591,7900,34.0,5.9,263,False,True,True,False,True,False,False,False,False,False,False,9851591.0,328239523.0,21433226.0,10.0,0.07805687489401301,0.011848603323914318,4.0,0.0795378760291041,0.004723537494739913,2.0,0.07227727397779359,0.0
Iain Softley,104.0,34.0,280.0,Deneen Tyler,545.0,"['Horror', 'Mystery', 'Thriller']",Gena Rowlands,The Skeleton Key ,1274,Joy Bryant,English,USA,PG-13,43000000.0,351.0,193.0,47806295,87447,371.0,6.5,0,False,False,False,True,False,False,False,True,False,False,True,4806295.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
John McTiernan,106.0,323.0,0.0,José Wilker,472.0,"['Adventure', 'Drama', 'Romance']",Lorraine Bracco,Medicine Man ,519,Sean Connery,English,USA,PG-13,40000000.0,47.0,25.0,45500797,17443,56.0,6.0,694,True,False,True,False,False,False,True,False,False,False,False,5500797.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Anne Fletcher,95.0,98.0,78.0,Tom Virtue,405.0,"['Comedy', 'Drama']",Miriam Margolyes,The Guilt Trip ,1070,Julene Renee,English,USA,PG-13,40000000.0,358.0,147.0,37101011,30394,103.0,5.8,0,True,True,False,False,False,False,False,False,False,False,False,-2898989.0,328239523.0,21433226.0,8.0,0.06496592251819935,0.002612021660790836,2.0,0.05774544353655591,0.0,2.0,0.05774544353655591,0.0
Oliver Stone,140.0,0.0,552.0,Kevin Dillon,720.0,"['Biography', 'Drama', 'Music', 'Musical']",Michael Wincott,The Doors ,3044,Kathleen Quinlan,English,USA,R,38000000.0,576.0,82.0,35183792,68159,209.0,7.2,0,True,False,False,False,False,False,False,False,False,False,True,-2816208.0,328239523.0,21433226.0,4.0,0.06662790725494841,0.006310804411068263,2.0,0.06652651696129958,0.0,6.0,0.07616276207615183,0.008922522430863
Jake Kasdan,94.0,52.0,214.0,Randall Park,683.0,['Comedy'],James Wilcox,Sex Tape ,1488,Nat Faxon,English,USA,R,40000000.0,392.0,201.0,38543473,84382,158.0,5.1,0,False,True,False,False,False,False,False,False,False,False,False,-1456527.0,328239523.0,21433226.0,2.0,0.0013186813186813187,0.0,2.0,0.0013186813186813187,0.0,4.0,0.001978021978021978,3.092773541322354e-06
Diane Keaton,94.0,0.0,235.0,Celia Weston,374.0,"['Comedy', 'Drama']",Adam Arkin,Hanging Up ,1238,Jesse James,English,Germany,PG-13,60000000.0,258.0,82.0,36037909,10132,130.0,4.7,390,True,True,False,False,False,False,False,False,False,False,False,-23962091.0,83132799.0,3861123.0,4.0,0.0655363482218606,0.003624730590429799,6.0,0.058262156691476066,0.002726279876675655,2.0,0.05822889887203464,0.0
Kelly Makin,102.0,6.0,584.0,Burt Young,711.0,"['Comedy', 'Crime', 'Romance']",Jeanne Tripplehorn,Mickey Blue Eyes ,2913,Vincent Pastore,English,UK,PG-13,40000000.0,683.0,90.0,33864342,29968,117.0,5.8,445,False,True,True,False,True,False,False,False,False,False,False,-6135658.0,66834405.0,2829108.0,6.0,0.06116769498740317,0.005099187510985481,4.0,0.05972908715174745,0.0009108218079194332,6.0,0.0663966105493552,0.006412425775454548
Bobby Farrelly,104.0,101.0,223.0,KaDee Strickland,787.0,"['Comedy', 'Drama', 'Romance', 'Sport']",Jimmy Fallon,Fever Pitch ,1827,Ione Skye,English,USA,PG-13,30000000.0,299.0,124.0,42071069,36223,208.0,6.2,0,True,True,True,False,False,False,False,False,False,False,True,12071069.0,328239523.0,21433226.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0
Steven Brill,102.0,65.0,490.0,Shaun Weiss,1000.0,"['Comedy', 'Drama']",Lisa Ann Walter,Drillbit Taylor ,3239,Matt Walsh,English,USA,PG-13,40000000.0,613.0,146.0,32853640,50199,101.0,5.7,702,True,True,False,False,False,False,False,False,False,False,False,-7146360.0,328239523.0,21433226.0,4.0,0.07269793990307116,0.0017251761289570448,4.0,0.07443073769232107,0.0015617219401614375,4.0,0.07266341636518533,0.0006633099332800704
Roger Michell,107.0,50.0,58.0,Patti D'Arbanville,293.0,"['Comedy', 'Drama', 'Romance']",Noah Bean,Morning Glory ,621,Vanessa Aspillaga,English,USA,PG-13,40000000.0,117.0,212.0,30993544,58871,156.0,6.5,0,True,True,True,False,False,False,False,False,False,False,False,-9006456.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Sam Weisman,90.0,39.0,210.0,Valerie Perri,607.0,['Comedy'],Oliver Hudson,The Out-of-Towners ,1335,Carlease Burke,English,USA,PG-13,40000000.0,322.0,62.0,28535768,10446,105.0,5.3,279,False,True,False,False,False,False,False,False,False,False,False,-11464232.0,328239523.0,21433226.0,4.0,0.05708832721238281,0.0009108218079194332,2.0,0.051436587616098504,0.0,2.0,0.051436587616098504,0.0
Peter Hyams,104.0,0.0,327.0,Justin Chambers,964.0,"['Action', 'Adventure', 'Romance']",Catherine Deneuve,The Musketeer ,2888,Stephen Rea,English,Germany,PG-13,40000000.0,931.0,107.0,27053815,12856,291.0,4.7,299,False,False,True,False,False,True,True,False,False,False,False,-12946185.0,83132799.0,3861123.0,8.0,0.05986345422965142,0.004534006011578571,4.0,0.063708124913496,0.0037096112318067104,8.0,0.06521512584378861,0.007947276909438765
Stephen Hopkins,99.0,81.0,135.0,Andrea Frankle,327.0,"['Horror', 'Thriller']",Stephen Rea,The Reaping ,960,William Ragsdale,English,USA,R,40000000.0,253.0,190.0,25117498,37412,178.0,5.7,0,False,False,False,True,False,False,False,True,False,False,False,-14882502.0,328239523.0,21433226.0,8.0,0.06521512584378861,0.007947276909438765,2.0,0.05794224709305652,0.0,2.0,0.05794224709305652,0.0
Irwin Winkler,128.0,34.0,685.0,Nathan Lane,978.0,"['Drama', 'Romance']",Mira Sorvino,At First Sight ,3821,Steven Weber,English,USA,PG-13,60000000.0,886.0,55.0,22326247,11232,106.0,5.9,0,True,False,True,False,False,False,False,False,False,False,False,-37673753.0,328239523.0,21433226.0,2.0,0.06509028565818953,0.0,8.0,0.07441263903269983,0.012049139689169864,2.0,0.06509028565818953,0.0
Joseph Kahn,84.0,33.0,1000.0,Jay Hernandez,1000.0,"['Action', 'Comedy', 'Crime']",Dane Cook,Torque ,5039,Christina Milian,English,USA,PG-13,40000000.0,1000.0,86.0,21176322,23747,207.0,4.0,0,False,True,False,False,True,True,False,False,False,False,False,-18823678.0,328239523.0,21433226.0,8.0,0.07548642773112434,0.007480532367612299,6.0,0.06856098981112985,0.006214742765961994,2.0,0.06703657787995138,0.0
Elaine May,107.0,124.0,572.0,Warren Beatty,636.0,"['Action', 'Adventure', 'Comedy', 'Music', 'Thriller']",Carol Kane,Ishtar ,3374,Isabelle Adjani,English,USA,PG-13,51000000.0,631.0,49.0,14375181,8692,126.0,4.2,754,False,True,False,True,False,True,True,False,False,False,True,-36624819.0,328239523.0,21433226.0,4.0,0.06403473070139737,0.0021423427340966257,2.0,0.06365511763327676,0.0,4.0,0.0721664846178465,0.002974581860719465
Dennie Gordon,91.0,29.0,762.0,Bob Saget,976.0,"['Comedy', 'Crime', 'Family', 'Romance']",Mary-Kate Olsen,New York Minute ,3974,Riley Smith,English,USA,PG,30000000.0,799.0,70.0,14018364,17722,111.0,4.8,849,False,True,True,False,True,False,False,False,True,False,False,-15981636.0,328239523.0,21433226.0,4.0,0.07398983994728676,0.002822842274783478,2.0,0.07039033422012146,0.0,4.0,0.07865877856881585,0.00319685708603914
Charles Shyer,103.0,14.0,624.0,Nia Long,865.0,"['Comedy', 'Drama', 'Romance']",Omar Epps,Alfie ,3639,Jane Krakowski,English,UK,R,60000000.0,826.0,135.0,13395939,43442,146.0,6.2,0,True,True,True,False,False,False,False,False,False,False,False,-46604061.0,66834405.0,2829108.0,9.0,0.09530425973901527,0.02790349119966337,15.0,0.09814688198267416,0.03868394417730122,6.0,0.08731012211754009,0.007254046936844336
Ken Kwapis,107.0,42.0,171.0,Tim Blake Nelson,875.0,"['Biography', 'Drama', 'Romance']",Ted Danson,Big Miracle ,1702,Andrew Daly,English,USA,PG,40000000.0,596.0,125.0,20113965,15231,66.0,6.5,0,True,False,True,False,False,False,False,False,False,False,True,-19886035.0,328239523.0,21433226.0,4.0,0.07392728059475252,0.0005902326293312922,4.0,0.07511585125723566,0.0006719205104914682,2.0,0.0686995124081217,0.0
Danny DeVito,89.0,0.0,500.0,Amber Valletta,1000.0,['Comedy'],Justin Theroux,Duplex ,3096,Harvey Fierstein,English,USA,PG-13,40000000.0,627.0,78.0,9652000,46205,147.0,5.8,0,False,True,False,False,False,False,False,False,False,False,False,-30348000.0,328239523.0,21433226.0,4.0,0.08883076285108217,0.003094080971085228,10.0,0.09505264110016402,0.03158776811510942,2.0,0.08134555502976555,0.0
Jerry Jameson,119.0,5.0,249.0,Jason Robards,521.0,"['Action', 'Adventure', 'Drama', 'Thriller']",M. Emmet Walsh,Raise the Titanic ,1883,Anne Archer,English,UK,PG,36000000.0,372.0,32.0,7000000,2933,70.0,4.7,328,True,False,False,True,False,True,True,False,False,False,False,-29000000.0,66834405.0,2829108.0,4.0,0.001978021978021978,3.092773541322354e-06,4.0,0.001978021978021978,3.092773541322354e-06,2.0,0.0015824175824175823,0.0
Gary Fleder,102.0,39.0,259.0,Mekhi Phifer,1000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Gary Dourdan,Impostor ,2664,Tim Guinee,English,USA,R,40000000.0,1000.0,83.0,6114237,19986,207.0,6.2,892,True,False,False,True,False,False,False,False,False,False,True,-33885763.0,328239523.0,21433226.0,4.0,0.08311297610591473,0.0003530522023588448,8.0,0.09332783715217384,0.014392242356425422,4.0,0.07943464711796963,0.001781774758028058
Jean-Marie Poiré,84.0,8.0,219.0,Matt Ross,545.0,"['Comedy', 'Fantasy', 'Sci-Fi']",Bridgette Wilson-Sampras,Just Visiting ,1149,John Aylward,English,France,PG-13,40000000.0,248.0,61.0,4777007,15130,98.0,5.8,565,False,True,False,False,False,False,False,False,False,True,True,-35222993.0,67059887.0,2715518.0,4.0,0.05931233220699255,0.00092176909101146,2.0,0.054457154199124135,0.0,4.0,0.0569767227745258,0.0005698262849818419
Brian Robbins,91.0,48.0,39.0,Lou Saliba,61.0,"['Comedy', 'Drama']",John Gatins,A Thousand Words ,222,Greg Collins,English,USA,PG-13,40000000.0,46.0,70.0,18438149,30842,93.0,5.9,0,True,True,False,False,False,False,False,False,False,False,False,-21561851.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Marc F. Adler,94.0,0.0,379.0,Anne Bancroft,795.0,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Romance']",Eric Idle,Delgo ,2449,Kelly Ripa,English,USA,PG,40000000.0,754.0,41.0,511920,2458,26.0,4.4,211,False,True,True,False,False,False,True,False,False,True,True,-39488080.0,328239523.0,21433226.0,4.0,0.06711744226822636,0.002723187103134333,8.0,0.07695762052608526,0.0076017255350086035,2.0,0.06707331025139246,0.0
Pierre Morel,115.0,180.0,87.0,Mark Rylance,1000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Ray Winstone,The Gunman ,1686,Jasmine Trinca,English,USA,R,40000000.0,535.0,224.0,10640645,28429,110.0,5.8,0,True,False,False,True,True,True,False,False,False,False,True,-29359355.0,328239523.0,21433226.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0
Richard Shepard,101.0,47.0,2.0,Zan Marolt,499.0,"['Adventure', 'Comedy', 'Drama', 'Romance', 'Thriller', 'War']",James Brolin,The Hunting Party ,504,Ljubomir Kerekes,English,USA,R,25000000.0,3.0,94.0,876671,22010,90.0,6.9,0,True,True,True,True,False,False,True,False,False,False,True,-24123329.0,328239523.0,21433226.0,8.0,0.07537487143398473,0.004963368927038502,2.0,0.06582533405506089,0.0,2.0,0.06582533405506089,0.0
Sergey Bodrov,112.0,44.0,533.0,Kuno Becker,1000.0,"['Drama', 'History', 'War']",Jay Hernandez,Nomad: The Warrior ,2115,Jason Scott Lee,Kazakh,France,R,25000000.0,580.0,30.0,77231,3322,32.0,6.0,265,True,False,False,False,False,False,False,False,False,False,True,-24922769.0,67059887.0,2715518.0,6.0,0.06856098981112985,0.006214742765961994,4.0,0.061542881452383714,0.0009108218079194332,4.0,0.06350321187424322,0.002009301485743251
Richard Lester,125.0,44.0,420.0,Robert Vaughn,593.0,"['Action', 'Comedy', 'Sci-Fi']",Margot Kidder,Superman III ,2329,Jackie Cooper,English,UK,PG,39000000.0,542.0,95.0,60000000,49934,224.0,4.9,0,False,True,False,False,False,True,False,False,False,False,True,21000000.0,66834405.0,2829108.0,4.0,0.06343081729132098,0.0013169456362068514,4.0,0.06130862025883563,0.0010600447701842356,2.0,0.05776724455346447,0.0
David Carson,118.0,18.0,906.0,Alan Ruck,1000.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",LeVar Burton,Star Trek: Generations ,6427,Jonathan Frakes,English,USA,PG,35000000.0,946.0,98.0,75668868,60504,249.0,6.6,0,False,False,False,True,False,True,True,False,False,False,True,40668868.0,328239523.0,21433226.0,2.0,0.0011721611721611722,0.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0
Michael Apted,115.0,150.0,789.0,Jeff Kober,970.0,"['Crime', 'Drama', 'Thriller']",Bill Cobbs,Enough ,3770,Billy Campbell,English,USA,PG-13,38000000.0,919.0,98.0,39177215,30667,234.0,5.6,0,True,False,False,True,True,False,False,False,False,False,False,1177215.0,328239523.0,21433226.0,2.0,0.05668648291599111,0.0,4.0,0.0636286470572779,0.0009108218079194332,2.0,0.05668648291599111,0.0
David Mirkin,123.0,7.0,692.0,Anne Bancroft,931.0,"['Comedy', 'Crime', 'Romance']",Sarah Silverman,Heartbreakers ,2912,Jeffrey Jones,English,USA,PG-13,35000000.0,754.0,116.0,40334024,44168,216.0,6.2,989,False,True,True,False,True,False,False,False,False,False,False,5334024.0,328239523.0,21433226.0,6.0,0.08417603576453804,0.010398179204707902,8.0,0.07695762052608526,0.0076017255350086035,8.0,0.08288785970259427,0.008314263414402117
Luis Mandoki,102.0,43.0,280.0,Shirley Knight,308.0,"['Drama', 'Romance']",Sonia Braga,Angel Eyes ,1440,Kari Matchett,English,USA,R,38000000.0,285.0,106.0,24044532,19686,180.0,5.6,689,True,False,True,False,False,False,False,False,False,False,False,-13955468.0,328239523.0,21433226.0,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0,4.0,0.0017582417582417582,1.546386770661177e-06
John Pasquin,98.0,11.0,466.0,Ken Marino,854.0,"['Comedy', 'Drama']",Jim Belushi,Joe Somebody ,2765,Kelly Lynch,English,USA,PG,38000000.0,543.0,55.0,22770864,8433,85.0,5.5,168,True,True,False,False,False,False,False,False,False,False,False,-15229136.0,328239523.0,21433226.0,4.0,0.05939867585830319,0.0009108218079194332,2.0,0.059387148849597914,0.0,4.0,0.06703657787995138,0.0018185508422975442
Stephen Herek,105.0,65.0,108.0,Dagmara Dominczyk,628.0,"['Drama', 'Music']",Beth Grant,Rock Star ,1265,Matthew Glave,English,USA,R,57000000.0,316.0,107.0,16991902,34592,191.0,6.2,0,True,False,False,False,False,False,False,False,False,False,True,-40008098.0,328239523.0,21433226.0,6.0,0.06243435234560401,0.0032333500705155485,4.0,0.06643264474589776,0.002485996531982214,2.0,0.06004551712390426,0.0
Jeb Stuart,118.0,11.0,12.0,Claudia Stedelin,37.0,"['Crime', 'Mystery', 'Thriller']",Gregory Scott Cummins,Switchback ,74,Ted Markland,English,USA,R,37000000.0,12.0,38.0,6482195,9740,81.0,6.4,389,False,False,False,True,True,False,False,False,False,False,True,-30517805.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Steve Miner,110.0,49.0,427.0,Usher Raymond,1000.0,"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']",Tom Skerritt,Texas Rangers ,2120,Leonor Varela,English,USA,PG-13,38000000.0,569.0,31.0,623374,4757,67.0,5.2,474,True,False,False,True,False,True,True,False,False,False,True,-37376626.0,328239523.0,21433226.0,6.0,0.06376786372618838,0.001830995741285978,2.0,0.061009166272324174,0.0,6.0,0.06739087822549615,0.002889199254069212
Jonathan Mostow,93.0,84.0,263.0,M.C. Gainey,551.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Kathleen Quinlan,Breakdown ,1874,J.T. Walsh,English,USA,R,36000000.0,284.0,72.0,50129186,38399,218.0,6.9,0,True,False,False,True,True,True,False,False,False,False,True,14129186.0,328239523.0,21433226.0,6.0,0.07616276207615183,0.008922522430863,2.0,0.06979632296087993,0.0,6.0,0.07661083440279835,0.004778037484847137
Scott Hicks,127.0,96.0,577.0,Reeve Carney,746.0,"['Drama', 'Mystery', 'Romance', 'Thriller']",Rick Yune,Snow Falling on Cedars ,2393,Daniel von Bargen,English,USA,PG-13,36000000.0,602.0,95.0,14378353,12375,194.0,6.8,846,True,False,True,True,False,False,False,False,False,False,True,-21621647.0,328239523.0,21433226.0,2.0,0.04375180184744843,0.0,2.0,0.04375180184744843,0.0,4.0,0.047774877530556245,0.0009108218079194332
Andrew Bergman,95.0,31.0,450.0,Nathan Lane,944.0,"['Biography', 'Comedy', 'Romance']",Stockard Channing,Isn't She Great ,2928,John Larroquette,English,USA,R,36000000.0,886.0,63.0,2954405,1977,64.0,5.3,133,False,True,True,False,False,False,False,False,False,False,True,-33045595.0,328239523.0,21433226.0,6.0,0.06566995236523135,0.009163326517265443,8.0,0.07441263903269983,0.012049139689169864,2.0,0.06536836014567513,0.0
Kirk De Micco,81.0,16.0,387.0,Kenan Thompson,541.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Cheryl Hines,Space Chimps ,2268,Omid Abtahi,English,USA,G,37000000.0,521.0,85.0,30105968,8860,45.0,4.5,279,False,True,False,False,False,False,True,False,True,False,True,-6894032.0,328239523.0,21433226.0,6.0,0.06883085425595548,0.001274508486199169,4.0,0.06922008098212577,0.0005542970286221768,2.0,0.06312334530156313,0.0
Chris Rock,95.0,0.0,642.0,Dylan Baker,1000.0,['Comedy'],Bernie Mac,Head of State ,4537,Tracy Morgan,English,USA,PG-13,35200000.0,812.0,44.0,37788228,15046,80.0,5.4,638,False,True,False,False,False,False,False,False,False,False,False,2588228.0,328239523.0,21433226.0,14.0,0.09458259249636163,0.03799085434660074,2.0,0.08012095248644537,0.0,4.0,0.0802259740521636,0.004523181304183943
Kevin Rodney Sullivan,105.0,8.0,278.0,Nicole Sullivan,1000.0,"['Comedy', 'Romance']",Bernie Mac,Guess Who ,2689,Sherri Shepherd,English,USA,PG-13,35000000.0,358.0,104.0,67962333,33887,160.0,5.9,919,False,True,True,False,False,False,False,False,False,False,False,32962333.0,328239523.0,21433226.0,14.0,0.09458259249636163,0.03799085434660074,2.0,0.0800162055228077,0.0,2.0,0.0800162055228077,0.0
