director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes
Diane Keaton,94,0,235,Celia Weston,374,Comedy|Drama,Adam Arkin,Hanging Up ,1238,Jesse James,English,Germany,PG-13,60000000,258
Steven Quale,92,77,495,Jacqueline MacInnes Wood,703,Horror,Emma Bell,Final Destination 5 ,3074,Courtney B. Vance,English,USA,R,40000000,682
Kelly Makin,102,6,584,Burt Young,711,Comedy|Crime|Romance,Jeanne Tripplehorn,Mickey Blue Eyes ,2913,Vincent Pastore,English,UK,PG-13,40000000,683
Bobby Farrelly,104,101,223,KaDee Strickland,787,Comedy|Drama|Romance|Sport,Jimmy Fallon,Fever Pitch ,1827,Ione Skye,English,USA,PG-13,30000000,299
Steven Brill,102,65,490,Shaun Weiss,1000,Comedy|Drama,Lisa Ann Walter,Drillbit Taylor ,3239,Matt Walsh,English,USA,PG-13,40000000,613
Russell Mulcahy,93,85,510,Peter Boyle,924,Action|Adventure|Crime|Fantasy|Mystery|Thriller,Jonathan Winters,The Shadow ,2711,John Kapelos,English,USA,PG-13,25000000,595
Roger Michell,107,50,58,Patti D'Arbanville,293,Comedy|Drama|Romance,Noah Bean,Morning Glory ,621,Vanessa Aspillaga,English,USA,PG-13,40000000,117
Jim Sheridan,117,260,441,Bill Duke,1000,Biography|Crime|Drama|Music,50 Cent,Get Rich or Die Tryin' ,3969,Marc John Jefferies,English,USA,R,40000000,1000
Sam Weisman,90,39,210,Valerie Perri,607,Comedy,Oliver Hudson,The Out-of-Towners ,1335,Carlease Burke,English,USA,PG-13,40000000,322
Peter Hyams,104,0,327,Justin Chambers,964,Action|Adventure|Romance,Catherine Deneuve,The Musketeer ,2888,Stephen Rea,English,Germany,PG-13,40000000,931
Stephen Hopkins,99,81,135,Andrea Frankle,327,Horror|Thriller,Stephen Rea,The Reaping ,960,William Ragsdale,English,USA,R,40000000,253
Olivier Megaton,112,118,674,Callum Blue,877,Action|Crime|Drama|Thriller,Jordi Mollà,Colombiana ,3432,Jesse Borrego,English,France,PG-13,40000000,738
Irwin Winkler,128,34,685,Nathan Lane,978,Drama|Romance,Mira Sorvino,At First Sight ,3821,Steven Weber,English,USA,PG-13,60000000,886
Joseph Kahn,84,33,1000,Jay Hernandez,1000,Action|Comedy|Crime,Dane Cook,Torque ,5039,Christina Milian,English,USA,PG-13,40000000,1000
Elaine May,107,124,572,Warren Beatty,636,Action|Adventure|Comedy|Music|Thriller,Carol Kane,Ishtar ,3374,Isabelle Adjani,English,USA,PG-13,51000000,631
John Carpenter,99,0,402,Michael McKean,782,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,Memoirs of an Invisible Man ,2125,Patricia Heaton,English,USA,PG-13,40000000,658
Dennie Gordon,91,29,762,Bob Saget,976,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York Minute ,3974,Riley Smith,English,USA,PG,30000000,799
Charles Shyer,103,14,624,Nia Long,865,Comedy|Drama|Romance,Omar Epps,Alfie ,3639,Jane Krakowski,English,UK,R,60000000,826
Ken Kwapis,107,42,171,Tim Blake Nelson,875,Biography|Drama|Romance,Ted Danson,Big Miracle ,1702,Andrew Daly,English,USA,PG,40000000,596
Danny DeVito,89,0,500,Amber Valletta,1000,Comedy,Justin Theroux,Duplex ,3096,Harvey Fierstein,English,USA,PG-13,40000000,627
Jerry Jameson,119,5,249,Jason Robards,521,Action|Adventure|Drama|Thriller,M. Emmet Walsh,Raise the Titanic ,1883,Anne Archer,English,UK,PG,36000000,372
Gary Fleder,102,39,259,Mekhi Phifer,1000,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,Impostor ,2664,Tim Guinee,English,USA,R,40000000,1000
Jean-Marie Poiré,84,8,219,Matt Ross,545,Comedy|Fantasy|Sci-Fi,Bridgette Wilson-Sampras,Just Visiting ,1149,John Aylward,English,France,PG-13,40000000,248
Brian Robbins,91,48,39,Lou Saliba,61,Comedy|Drama,John Gatins,A Thousand Words ,222,Greg Collins,English,USA,PG-13,40000000,46
Marc F. Adler,94,0,379,Anne Bancroft,795,Adventure|Animation|Comedy|Fantasy|Romance,Eric Idle,Delgo ,2449,Kelly Ripa,English,USA,PG,40000000,754
Pierre Morel,115,180,87,Mark Rylance,1000,Action|Crime|Drama|Mystery|Thriller,Ray Winstone,The Gunman ,1686,Jasmine Trinca,English,USA,R,40000000,535
D.J. Caruso,105,154,502,Aaron Yoo,884,Drama|Mystery|Thriller,Sarah Roemer,Disturbia ,2288,Jose Pablo Cantillo,English,USA,PG-13,20000000,617
Richard Shepard,101,47,2,Zan Marolt,499,Adventure|Comedy|Drama|Romance|Thriller|War,James Brolin,The Hunting Party ,504,Ljubomir Kerekes,English,USA,R,25000000,3
Joel Coen,111,0,385,Bill Cobbs,1000,Comedy|Fantasy,Jennifer Jason Leigh,The Hudsucker Proxy ,2612,John Mahoney,English,UK,PG,30000000,970
Sergey Bodrov,112,44,533,Kuno Becker,1000,Drama|History|War,Jay Hernandez,Nomad: The Warrior ,2115,Jason Scott Lee,Kazakh,France,R,25000000,580
Bibo Bergeron,90,10,541,Bob Balaban,1000,Adventure|Animation|Comedy|Fantasy|Music|Romance,Adam Goldberg,A Monster in Paris ,3243,François Cluzet,French,France,PG,25000000,559
Alex Proyas,98,295,380,Bai Ling,720,Action|Drama|Fantasy,Michael Wincott,The Crow ,2630,David Patrick Kelly,English,USA,R,23000000,581
S.S. Rajamouli,159,50,72,Anushka Shetty,218,Action|Adventure|Drama|Fantasy|War,Tamannaah Bhatia,Baahubali: The Beginning ,554,Prabhas,Telugu,India,,18026148,133
Robert Schwentke,107,124,100,Brooklynn Proulx,152,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,The Time Traveler's Wife ,568,Michelle Nolden,English,USA,PG-13,39000000,142
Richard Lester,125,44,420,Robert Vaughn,593,Action|Comedy|Sci-Fi,Margot Kidder,Superman III ,2329,Jackie Cooper,English,UK,PG,39000000,542
Andy Tennant,108,72,559,Mary Lynn Rajskub,982,Comedy|Romance,Ethan Embry,Sweet Home Alabama ,4251,Courtney Gains,English,USA,PG-13,38000000,935
Jonathan Lynn,93,36,275,Phil Hartman,592,Comedy,Austin Pendleton,Sgt. Bilko ,2176,Max Casella,English,USA,PG,39000000,516
David Carson,118,18,906,Alan Ruck,1000,Action|Adventure|Mystery|Sci-Fi|Thriller,LeVar Burton,Star Trek: Generations ,6427,Jonathan Frakes,English,USA,PG,35000000,946
Kar-Wai Wong,122,0,7,Hye-kyo Song,643,Action|Biography|Drama,Tony Chiu Wai Leung,The Grandmaster ,943,Elvis Tsui,Mandarin,Hong Kong,PG-13,38600000,290
Yuefeng Song,88,0,46,Bianca Collins,76,Adventure|Animation|Family|Fantasy,Blythe Auffarth,Dragon Nest: Warriors' Dawn ,196,Jiao Xu,English,China,,40000000,47
Michael Apted,115,150,789,Jeff Kober,970,Crime|Drama|Thriller,Bill Cobbs,Enough ,3770,Billy Campbell,English,USA,PG-13,38000000,919
David Mirkin,123,7,692,Anne Bancroft,931,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,2912,Jeffrey Jones,English,USA,PG-13,35000000,754
Andy Fickman,94,99,377,Daniella Alonso,598,Action|Comedy|Crime,D.B. Woodside,Paul Blart: Mall Cop 2 ,3552,Eduardo Verástegui,English,USA,PG,30000000,557
Luis Mandoki,102,43,280,Shirley Knight,308,Drama|Romance,Sonia Braga,Angel Eyes ,1440,Kari Matchett,English,USA,R,38000000,285
John Pasquin,98,11,466,Ken Marino,854,Comedy|Drama,Jim Belushi,Joe Somebody ,2765,Kelly Lynch,English,USA,PG,38000000,543
Stephen Herek,105,65,108,Dagmara Dominczyk,628,Drama|Music,Beth Grant,Rock Star ,1265,Matthew Glave,English,USA,R,57000000,316
Lee Daniels,109,304,736,Gabourey Sidibe,940,Drama,Mo'Nique,Precious ,3277,Mariah Carey,English,USA,R,10000000,906
John Carpenter,109,0,145,Richard Masur,957,Horror|Mystery|Sci-Fi,Wilford Brimley,The Thing ,1757,David Clennon,English,USA,R,15000000,163
Jeb Stuart,118,11,12,Claudia Stedelin,37,Crime|Mystery|Thriller,Gregory Scott Cummins,Switchback ,74,Ted Markland,English,USA,R,37000000,12
Steve Miner,110,49,427,Usher Raymond,1000,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,Texas Rangers ,2120,Leonor Varela,English,USA,PG-13,38000000,569
Paul Thomas Anderson,144,0,15,Jeffrey W. Jenkins,378,Drama,Mike Howard,The Master ,427,Bruce Goodchild,English,USA,R,32000000,18
Rawson Marshall Thurber,118,43,651,Molly C. Quinn,740,Comedy|Crime,Laura-Leigh,We're the Millers ,3425,Thomas Lennon,English,USA,R,37000000,707
Fedor Bondarchuk,115,35,30,Fedor Bondarchuk,463,Action|Adventure|Sci-Fi,Yuliya Snigir,Obitaemyy ostrov ,599,Aleksey Serebryakov,Russian,Russia,,29500000,35
Jonathan Mostow,93,84,263,M.C. Gainey,551,Action|Crime|Drama|Mystery|Thriller,Kathleen Quinlan,Breakdown ,1874,J.T. Walsh,English,USA,R,36000000,284
Steve Pink,101,38,318,Collette Wolfe,496,Comedy|Sci-Fi,Charlie McDermott,Hot Tub Time Machine ,1272,Crystal Lowe,English,USA,R,36000000,390
Scott Hicks,127,96,577,Reeve Carney,746,Drama|Mystery|Romance|Thriller,Rick Yune,Snow Falling on Cedars ,2393,Daniel von Bargen,English,USA,PG-13,36000000,602
Andrew Bergman,95,31,450,Nathan Lane,944,Biography|Comedy|Romance,Stockard Channing,Isn't She Great ,2928,John Larroquette,English,USA,R,36000000,886
Kirk De Micco,81,16,387,Kenan Thompson,541,Adventure|Animation|Comedy|Family|Sci-Fi,Cheryl Hines,Space Chimps ,2268,Omid Abtahi,English,USA,G,37000000,521
Chris Rock,95,0,642,Dylan Baker,1000,Comedy,Bernie Mac,Head of State ,4537,Tracy Morgan,English,USA,PG-13,35200000,812
Wilson Yip,105,25,51,Lynn Hung,461,Action|Biography|Drama|History,Mike Tyson,Ip Man 3 ,615,Kwok-Kwan Chan,Cantonese,Hong Kong,PG-13,36000000,79
John Lee Hancock,129,102,624,Quinton Aaron,768,Biography|Drama|Sport,Catherine Dyer,The Blind Side ,3389,Kim Dickens,English,USA,PG-13,29000000,734
Judd Apatow,129,0,213,Randall Park,492,Comedy|Romance,Amy Schumer,Trainwreck ,1450,Josh Segarra,English,Japan,R,35000000,392
Kevin Rodney Sullivan,105,8,278,Nicole Sullivan,1000,Comedy|Romance,Bernie Mac,Guess Who ,2689,Sherri Shepherd,English,USA,PG-13,35000000,358
Mike Mitchell,100,31,591,Kelly Preston,947,Adventure|Comedy|Family|Sci-Fi,Michael Angarano,Sky High ,2968,Nicholas Braun,English,USA,PG,35000000,742
Roger Donaldson,108,79,25,Marg Helgenberger,900,Action|Horror|Sci-Fi|Thriller,Natasha Henstridge,Species ,1715,Jordan Lund,English,USA,R,35000000,759
Randall Wallace,123,130,426,Kevin Connolly,826,Biography|Drama|Family|History|Sport,Scott Glenn,Secretariat ,2259,Dylan Walsh,English,USA,PG,35000000,638
Michael Tollin,109,19,568,Riley Smith,1000,Biography|Drama|Sport,Alfre Woodard,Radio ,4231,Debra Winger,English,USA,PG,35000000,762
Judd Apatow,134,0,120,Maude Apatow,529,Comedy,Charlyne Yi,This Is 40 ,1050,Mackenzie Aladjem,English,USA,R,35000000,130
Patrick Tatopoulos,92,148,227,Kevin Grevioux,978,Action|Adventure|Fantasy|Sci-Fi|Thriller,Craig Parker,Underworld: Rise of the Lycans ,2184,Steven Mackintosh,English,USA,R,35000000,593
Gary David Goldberg,98,30,664,Victor Webster,944,Comedy|Romance,Stockard Channing,Must Love Dogs ,4879,Elizabeth Perkins,English,USA,PG-13,30000000,940
Tobe Hooper,120,365,723,Zelda Rubinstein,887,Fantasy|Horror,Heather O'Rourke,Poltergeist ,3876,Craig T. Nelson,English,USA,PG,10700000,770
Alan Poul,104,16,584,Noureen DeWulf,1000,Comedy|Romance,Danneel Ackles,The Back-up Plan ,3356,Tom Bosley,English,USA,PG-13,35000000,700
Luke Greenfield,112,42,196,Steve Howey,969,Comedy|Drama|Romance,Ashley Williams,Something Borrowed ,2371,Kirsten Day,English,USA,PG-13,35000000,826
Gil Junger,95,19,447,Marsha Thomason,1000,Adventure|Comedy|Fantasy,Tom Wilkinson,Black Knight ,2643,Vincent Regan,English,USA,PG-13,50000000,691
Catherine Hardwicke,101,308,206,Hiam Abbass,446,Drama|Family|Fantasy,Keisha Castle-Hughes,The Nativity Story ,966,Shaun Toub,English,USA,PG,30000000,224
Jaume Collet-Serra,108,174,324,Paris Hilton,730,Horror,Robert Ri'chard,House of Wax ,2178,Brian Van Holt,English,Australia,R,30000000,716
Alexandre Aja,112,192,844,Cameron Boyce,1000,Horror|Mystery,Jason Flemyng,Mirrors ,3185,Julian Glover,English,USA,R,35000000,915
Michael Rymer,101,48,531,Lena Olin,775,Drama|Fantasy|Horror,Aaliyah,Queen of the Damned ,3001,Bruce Spence,English,USA,R,35000000,541
Mike Hodges,111,24,455,William Hootkins,591,Action|Adventure|Sci-Fi,Brian Blessed,Flash Gordon ,2603,Sam J. Jones,English,UK,PG,20000000,488
Kevin Smith,102,0,769,Mike Starr,939,Comedy|Drama|Romance,Stephen Root,Jersey Girl ,3592,George Carlin,English,USA,PG-13,35000000,854
Rob Cohen,101,357,374,Chad Lindberg,907,Action|Crime|Mystery|Thriller,Cicely Tyson,Alex Cross ,2471,Carmen Ejogo,English,USA,PG-13,35000000,445
Susanna White,109,24,167,Bill Bailey,287,Comedy|Family|Fantasy,Daniel Mays,Nanny McPhee Returns ,855,Eros Vlahos,English,UK,PG,35000000,175
Danny DeVito,140,0,210,J.T. Walsh,436,Biography|Crime|Drama,Frank Whaley,Hoffa ,1394,Paul Guilfoyle,English,USA,R,35000000,263
Chris Carter,108,251,296,Callum Rennie,826,Drama|Mystery|Sci-Fi|Thriller,Mitch Pileggi,The X Files: I Want to Believe ,2351,Nicki Aycox,English,USA,PG-13,30000000,716
John Singleton,106,309,63,Benjamin J. Cain Jr.,327,Action|Mystery|Thriller,Ken Arnold,Abduction ,561,Richard Cetrone,English,USA,PG-13,35000000,73
Gary Chapman,76,2,72,Olivia Williams,1000,Adventure|Animation|Comedy|Family|War,Jim Broadbent,Valiant ,1908,Pip Torrens,English,UK,G,35000000,766
Craig Mazin,82,82,418,Tracy Morgan,1000,Action|Comedy|Sci-Fi|Thriller,Drake Bell,Superhero Movie ,3266,Marion Ross,English,USA,PG-13,35000000,642
Allen Hughes,109,90,344,James Ransone,1000,Crime|Drama|Thriller,Alona Tal,Broken City ,2073,Michael Beach,English,USA,R,35000000,412
Wes Craven,99,0,520,Portia de Rossi,1000,Comedy|Horror,Shannon Elizabeth,Cursed ,2535,Derek Mears,English,USA,PG-13,35000000,573
Anne Fletcher,87,98,253,Richard T. Jones,472,Action|Comedy|Crime,Jim Gaffigan,Hot Pursuit ,1679,Michael Mosley,English,USA,PG-13,35000000,328
Kimble Rendall,93,0,174,Cariba Heine,465,Action|Horror|Sci-Fi,Alex Russell,Bait ,1361,Richard Brancatisano,English,Australia,R,30000000,351
John Milius,115,468,150,Dann Florek,605,Action|Drama|Thriller|War,Rosanna Arquette,Flight of the Intruder ,1290,Christopher Rich,English,USA,PG-13,35000000,367
Jake Kasdan,120,52,134,Nat Faxon,553,Comedy|Music,Tim Meadows,Walk Hard: The Dewey Cox Story ,1082,Matt Price,English,USA,R,35000000,214
Les Mayfield,94,10,141,Ronny Cox,694,Action|Western,Gregory Smith,American Outlaws ,1668,Harris Yulin,English,USA,PG-13,35000000,605
Dominic Sena,101,57,230,Bashar Rahal,1000,Action|Crime|Mystery|Thriller,Tom Skerritt,Whiteout ,1947,Shawn Doyle,English,USA,R,35000000,603
Hark Tsui,91,85,105,Lela Rochon,635,Action|Comedy|Thriller,Paul Sorvino,Knock Off ,1352,Ray Nicholas,English,Aruba,R,35000000,316
David Ayer,109,453,120,Martin Donovan,1000,Action|Crime|Drama|Thriller,Mireille Enos,Sabotage ,1458,Maurice Compte,English,USA,R,35000000,206
Ronny Yu,101,31,448,Lee Arenberg,690,Action|Adventure|Fantasy,Marley Shelton,Warriors of Virtue ,1993,Angus Macfadyen,English,USA,PG,35000000,457
Ridley Scott,117,0,567,Albert Finney,883,Comedy|Drama|Romance,Archie Panjabi,A Good Year ,3611,Richard Coyle,English,USA,PG-13,35000000,883
Bille August,121,55,918,Tom Wilkinson,1000,Action|Drama|Sci-Fi|Thriller,Jim Broadbent,Smilla's Sense of Snow ,3125,Julia Ormond,English,Denmark,R,35000000,1000
Brian De Palma,114,0,115,Gregg Henry,548,Crime|Drama|Mystery|Thriller,Peter Coyote,Femme Fatale ,1005,Rie Rasmussen,English,France,R,35000000,298
Moustapha Akkad,156,278,249,Rod Steiger,695,Biography|Drama|History|War,Oliver Reed,Lion of the Desert ,1573,John Gielgud,English,Libya,PG,35000000,279
Ang Lee,148,0,0,Jeffrey Dover,3,Drama|Romance|War|Western,Jeremy W. Auman,Ride with the Devil ,5,Tobey Maguire,English,USA,R,35000000,2
Tony Kaye,,194,816,Aisha Tyler,970,Crime|Drama,Bill Cobbs,Black Water Transit ,3874,Beverly D'Angelo,English,USA,,23000000,856
Wes Ball,113,47,129,Aml Ameen,988,Action|Mystery|Sci-Fi|Thriller,Ki Hong Lee,The Maze Runner ,1783,Jacob Latimore,English,USA,PG-13,34000000,149
Ken Scott,91,31,141,June Diane Raphael,1000,Comedy,Tom Wilkinson,Unfinished Business ,1564,Melissa McMeekin,English,USA,R,35000000,249
Hugh Johnson,102,3,239,Kevin J. O'Connor,372,Action|Adventure|Comedy|Drama|Thriller,David Paymer,Chill Factor ,1274,Hudson Leick,English,USA,R,34000000,248
George Tillman Jr.,128,88,954,Melissa Benoist,989,Drama|Romance,Tiago Riani,The Longest Ride ,3386,Hayley Lovitt,English,USA,PG-13,34000000,970
Hugh Hudson,114,46,292,Eva Marie Saint,818,Adventure|Drama|Romance,Liam Aiken,I Dreamed of Africa ,1778,Vincent Perez,English,USA,PG-13,34000000,649
Justin Chadwick,141,56,38,Fana Mokoena,113,Biography|Drama|History,Terry Pheto,Mandela: Long Walk to Freedom ,301,Tony Kgoroge,English,UK,PG-13,35000000,98
Raja Gosnell,99,67,330,Cedric the Entertainer,826,Action|Comedy|Crime,Nia Long,Big Momma's House ,1790,Tichina Arnold,English,USA,PG-13,30000000,436
Jeremy Degruson,85,0,11,Brianne Brozey,324,Adventure|Animation|Comedy|Family|Fantasy,Kyle Hebert,Thunder and the House of Magic ,369,Joe Ochman,English,Belgium,,34000000,15
Chris Gorak,89,21,48,Veronika Vernadskaya,614,Action|Adventure|Horror|Sci-Fi|Thriller,Max Minghella,The Darkest Hour ,843,Dato Bakhtadze,English,USA,PG-13,30000000,150
David R. Ellis,105,160,491,Kenan Thompson,852,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,Snakes on a Plane ,2604,Rachel Blanchard,English,Germany,R,33000000,521
Jonathan Hensleigh,140,36,336,Marco St. John,669,Action|Crime|Drama|Thriller,Laura Harring,The Punisher ,2114,Eddie Jemison,English,USA,R,33000000,403
Danny Cannon,118,41,577,Kuno Becker,722,Drama|Romance|Sport,Sean Pertwee,Goal! The Dream Begins ,2859,Stephen Dillane,English,USA,PG-13,10000000,580
Neil Marshall,113,197,43,Jason Cope,165,Action|Sci-Fi|Thriller,Ryan Kruger,Doomsday ,391,Jeremy Crutchley,English,UK,R,30000000,107
Brian Levant,99,32,521,Nichelle Nichols,773,Adventure|Comedy|Family|Sport,James Coburn,Snow Dogs ,2916,M. Emmet Walsh,English,Canada,PG,35000000,664
Jared Hess,92,100,327,Moises Arias,678,Comedy|Family|Sport,Ana de la Reguera,Nacho Libre ,1729,Héctor Jiménez,English,Germany,PG,32000000,635
Paul Feig,131,176,460,Wendi McLendon-Covey,722,Comedy|Romance,Matt Lucas,Bridesmaids ,3229,Steve Bannos,English,USA,R,32500000,655
Rupert Wainwright,103,9,573,Enrico Colantoni,826,Horror,Nia Long,Stigmata ,3004,Portia de Rossi,English,USA,R,29000000,724
John Whitesell,113,14,534,Tony Curran,918,Action|Comedy|Crime,Brandon T. Jackson,"Big Mommas: Like Father, Like Son ",3500,Portia Doubleday,English,USA,PG-13,32000000,845
Frank Marshall,120,155,240,Danny Nucci,344,Adventure|Biography|Drama|Thriller,Illeana Douglas,Alive ,2054,Michael DeLorenzo,English,USA,R,32000000,242
Jean-Pierre Jeunet,105,0,223,Julian Richings,716,Action|Adventure|Drama|Family,Callum Rennie,The Young and Prodigious T.S. Spivet ,1843,Judy Davis,English,France,PG,33000000,648
John Gatins,98,61,83,Freddy Rodríguez,649,Drama|Family|Sport,Ken Howard,Dreamer: Inspired by a True Story ,1400,Holmes Osborne,English,USA,PG,32000000,579
Peter Howitt,90,29,142,Mike Doyle,638,Comedy|Romance,Frances Fisher,Laws of Attraction ,961,Nora Dunn,English,Ireland,PG-13,28000000,160
Miguel Sapochnik,119,238,447,RZA,1000,Action|Crime|Sci-Fi|Thriller,Alice Braga,Repo Men ,2925,Yvette Nicole Brown,English,USA,R,32000000,561
Hyung-rae Shim,107,26,535,Aimee Garcia,889,Action|Drama|Fantasy|Horror|Thriller,Robert Forster,Dragon Wars: D-War ,3274,Chris Mulkey,English,South Korea,PG-13,35000000,618
Steven Soderbergh,105,0,308,Beau Bridges,845,Drama|Mystery|Thriller,Tony Curran,The Good German ,2355,Leland Orser,English,USA,R,32000000,552
Tom Reeve,93,0,239,Rollo Weeks,330,Action|Adventure|Comedy|Fantasy|Romance,Joan Plowright,George and the Dragon ,1073,Simon Callow,English,USA,PG,32000000,239
Nanette Burstein,102,8,472,Kelli Garner,839,Comedy|Romance,Rob Riggle,Going the Distance ,2961,Jim Gaffigan,English,USA,R,32000000,730
Stephen Herek,143,65,320,Olympia Dukakis,975,Drama|Music,Alicia Witt,Mr. Holland's Opus ,2223,Jean Louisa Kelly,English,USA,PG,6500000,345
Lewis Gilbert,126,43,177,Lois Chiles,244,Action|Adventure|Sci-Fi|Thriller,Desmond Llewelyn,Moonraker ,1008,Lois Maxwell,English,UK,PG,34000000,202
Frank Marshall,103,155,125,Peter Jason,687,Comedy|Fantasy|Horror|Thriller,Julian Sands,Arachnophobia ,1440,Brian McNamara,English,USA,PG-13,31000000,151
Barry Sonnenfeld,105,188,482,Rene Russo,848,Comedy|Crime|Thriller,Delroy Lindo,Get Shorty ,3439,Jon Gries,English,USA,R,30250000,808
Rob Marshall,113,252,90,Chita Rivera,539,Comedy|Crime|Musical,Colm Feore,Chicago ,813,Jayne Eastwood,English,USA,PG-13,45000000,151
John McTiernan,135,323,495,Jeffrey Jones,826,Action|Adventure|Thriller,Scott Glenn,The Hunt for Red October ,2575,Courtney B. Vance,English,USA,PG,30000000,692
Rawson Marshall Thurber,92,43,936,Stephen Root,989,Comedy|Sport,Gary Cole,Dodgeball: A True Underdog Story ,4730,Joel David Moore,English,USA,PG-13,20000000,939
Barry Sonnenfeld,99,188,436,Raul Julia,1000,Comedy|Fantasy,Anjelica Huston,The Addams Family ,3696,Carel Struycken,English,USA,PG-13,38000000,1000
Steve Oedekerk,90,176,460,Bob Gunton,531,Adventure|Comedy,Bruce Spence,Ace Ventura: When Nature Calls ,2203,Sophie Okonedo,English,USA,PG-13,30000000,461
Hugh Wilson,103,37,452,Elizabeth Berkley,944,Comedy,Stockard Channing,The First Wives Club ,3143,Stephen Collins,English,USA,PG,26000000,893
Peter Chelsom,102,23,635,Vanessa Williams,1000,Comedy|Drama|Family|Music|Romance,Emily Osment,Hannah Montana: The Movie ,4516,Moises Arias,English,USA,G,30000000,1000
