movie_title,duration,genres,language,country,content_rating,budget,genre_Drama,genre_Comedy,genre_Romance,genre_Thriller,genre_Crime,genre_Action,genre_Adventure,genre_Horror,genre_Family,genre_Fantasy,genre_Other,director_name,actor_1_name,actor_2_name,actor_3_name,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,gross,imdb_score,movie_facebook_likes,num_critic_for_reviews,num_voted_users,num_user_for_reviews,gross_margin
The Hunting Party ,101.0,Adventure|Comedy|Drama|Romance|Thriller|War,English,USA,R,25000000.0,True,True,True,True,False,False,True,False,False,False,True,Richard Shepard,James Brolin,Zan Marolt,Ljubomir Kerekes,47.0,499.0,3.0,2.0,504,876671.0,6.9,0,94.0,22010,90.0,-0.96493316
Nomad: The Warrior ,112.0,Drama|History|War,Kazakh,France,R,25000000.0,True,False,False,False,False,False,False,False,False,False,True,Sergey Bodrov,Jay Hernandez,Kuno Becker,Jason Scott Lee,44.0,1000.0,580.0,533.0,2115,77231.0,6.0,265,30.0,3322,32.0,-0.99691076
Superman III ,125.0,Action|Comedy|Sci-Fi,English,UK,PG,39000000.0,False,True,False,False,False,True,False,False,False,False,True,Richard Lester,Margot Kidder,Robert Vaughn,Jackie Cooper,44.0,593.0,542.0,420.0,2329,60000000.0,4.9,0,95.0,49934,224.0,0.5384615384615384
Star Trek: Generations ,118.0,Action|Adventure|Mystery|Sci-Fi|Thriller,English,USA,PG,35000000.0,False,False,False,True,False,True,True,False,False,False,True,David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,18.0,1000.0,946.0,906.0,6427,75668868.0,6.6,0,98.0,60504,249.0,1.1619676571428572
Enough ,115.0,Crime|Drama|Thriller,English,USA,PG-13,38000000.0,True,False,False,True,True,False,False,False,False,False,False,Michael Apted,Bill Cobbs,Jeff Kober,Billy Campbell,150.0,970.0,919.0,789.0,3770,39177215.0,5.6,0,98.0,30667,234.0,0.03097934210526316
Heartbreakers ,123.0,Comedy|Crime|Romance,English,USA,PG-13,35000000.0,False,True,True,False,True,False,False,False,False,False,False,David Mirkin,Sarah Silverman,Anne Bancroft,Jeffrey Jones,7.0,931.0,754.0,692.0,2912,40334024.0,6.2,989,116.0,44168,216.0,0.15240068571428572
Angel Eyes ,102.0,Drama|Romance,English,USA,R,38000000.0,True,False,True,False,False,False,False,False,False,False,False,Luis Mandoki,Sonia Braga,Shirley Knight,Kari Matchett,43.0,308.0,285.0,280.0,1440,24044532.0,5.6,689,106.0,19686,180.0,-0.36724915789473683
Joe Somebody ,98.0,Comedy|Drama,English,USA,PG,38000000.0,True,True,False,False,False,False,False,False,False,False,False,John Pasquin,Jim Belushi,Ken Marino,Kelly Lynch,11.0,854.0,543.0,466.0,2765,22770864.0,5.5,168,55.0,8433,85.0,-0.4007667368421053
Rock Star ,105.0,Drama|Music,English,USA,R,57000000.0,True,False,False,False,False,False,False,False,False,False,True,Stephen Herek,Beth Grant,Dagmara Dominczyk,Matthew Glave,65.0,628.0,316.0,108.0,1265,16991902.0,6.2,0,107.0,34592,191.0,-0.7018964561403509
Switchback ,118.0,Crime|Mystery|Thriller,English,USA,R,37000000.0,False,False,False,True,True,False,False,False,False,False,True,Jeb Stuart,Gregory Scott Cummins,Claudia Stedelin,Ted Markland,11.0,37.0,12.0,12.0,74,6482195.0,6.4,389,38.0,9740,81.0,-0.8248055405405406
Texas Rangers ,110.0,Action|Adventure|Drama|Thriller|Western,English,USA,PG-13,38000000.0,True,False,False,True,False,True,True,False,False,False,True,Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela,49.0,1000.0,569.0,427.0,2120,623374.0,5.2,474,31.0,4757,67.0,-0.9835954210526315
Breakdown ,93.0,Action|Crime|Drama|Mystery|Thriller,English,USA,R,36000000.0,True,False,False,True,True,True,False,False,False,False,True,Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,84.0,551.0,284.0,263.0,1874,50129186.0,6.9,0,72.0,38399,218.0,0.3924773888888889
Snow Falling on Cedars ,127.0,Drama|Mystery|Romance|Thriller,English,USA,PG-13,36000000.0,True,False,True,True,False,False,False,False,False,False,True,Scott Hicks,Rick Yune,Reeve Carney,Daniel von Bargen,96.0,746.0,602.0,577.0,2393,14378353.0,6.8,846,95.0,12375,194.0,-0.6006013055555556
Isn't She Great ,95.0,Biography|Comedy|Romance,English,USA,R,36000000.0,False,True,True,False,False,False,False,False,False,False,True,Andrew Bergman,Stockard Channing,Nathan Lane,John Larroquette,31.0,944.0,886.0,450.0,2928,2954405.0,5.3,133,63.0,1977,64.0,-0.9179331944444444
Space Chimps ,81.0,Adventure|Animation|Comedy|Family|Sci-Fi,English,USA,G,37000000.0,False,True,False,False,False,False,True,False,True,False,True,Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi,16.0,541.0,521.0,387.0,2268,30105968.0,4.5,279,85.0,8860,45.0,-0.1863251891891892
Head of State ,95.0,Comedy,English,USA,PG-13,35200000.0,False,True,False,False,False,False,False,False,False,False,False,Chris Rock,Bernie Mac,Dylan Baker,Tracy Morgan,0.0,1000.0,812.0,642.0,4537,37788228.0,5.4,638,44.0,15046,80.0,0.07352920454545454
Guess Who ,105.0,Comedy|Romance,English,USA,PG-13,35000000.0,False,True,True,False,False,False,False,False,False,False,False,Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd,8.0,1000.0,358.0,278.0,2689,67962333.0,5.9,919,104.0,33887,160.0,0.9417809428571429
Sky High ,100.0,Adventure|Comedy|Family|Sci-Fi,English,USA,PG,35000000.0,False,True,False,False,False,False,True,False,True,False,True,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,31.0,947.0,742.0,591.0,2968,63939454.0,6.2,0,127.0,61321,217.0,0.8268415428571428
Species ,108.0,Action|Horror|Sci-Fi|Thriller,English,USA,R,35000000.0,False,False,False,True,False,True,False,True,False,False,True,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,79.0,900.0,759.0,25.0,1715,60054449.0,5.8,0,97.0,61018,140.0,0.7158414
Secretariat ,123.0,Biography|Drama|Family|History|Sport,English,USA,PG,35000000.0,True,False,False,False,False,False,False,False,True,False,True,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,130.0,826.0,638.0,426.0,2259,59699513.0,7.2,0,160.0,20827,136.0,0.7057003714285714
Radio ,109.0,Biography|Drama|Sport,English,USA,PG,35000000.0,True,False,False,False,False,False,False,False,False,False,True,Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger,19.0,1000.0,762.0,568.0,4231,52277485.0,6.9,0,74.0,32370,196.0,0.4936424285714286
Must Love Dogs ,98.0,Comedy|Romance,English,USA,PG-13,30000000.0,False,True,True,False,False,False,False,False,False,False,False,Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins,30.0,944.0,940.0,664.0,4879,43894863.0,5.9,0,120.0,25883,262.0,0.4631621
The Back-up Plan ,104.0,Comedy|Romance,English,USA,PG-13,35000000.0,False,True,True,False,False,False,False,False,False,False,False,Alan Poul,Danneel Ackles,Noureen DeWulf,Tom Bosley,16.0,1000.0,700.0,584.0,3356,37481242.0,5.3,0,148.0,40654,97.0,0.07089262857142857
Black Knight ,95.0,Adventure|Comedy|Fantasy,English,USA,PG-13,50000000.0,False,True,False,False,False,False,True,False,False,True,False,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,19.0,1000.0,691.0,447.0,2643,33422806.0,4.8,0,46.0,30771,164.0,-0.33154388
The Nativity Story ,101.0,Drama|Family|Fantasy,English,USA,PG,30000000.0,True,False,False,False,False,False,False,False,True,True,False,Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,308.0,446.0,224.0,206.0,966,37617947.0,6.8,0,122.0,8143,203.0,0.25393156666666666
Jersey Girl ,102.0,Comedy|Drama|Romance,English,USA,PG-13,35000000.0,True,True,True,False,False,False,False,False,False,False,False,Kevin Smith,Stephen Root,Mike Starr,George Carlin,0.0,939.0,854.0,769.0,3592,25266129.0,6.2,0,164.0,54346,358.0,-0.2781106
Nanny McPhee Returns ,109.0,Comedy|Family|Fantasy,English,UK,PG,35000000.0,False,True,False,False,False,False,False,False,True,True,False,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,24.0,287.0,175.0,167.0,855,28995450.0,6.1,0,97.0,19230,59.0,-0.17155857142857142
Hoffa ,140.0,Biography|Crime|Drama,English,USA,R,35000000.0,True,False,False,False,True,False,False,False,False,False,True,Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle,0.0,436.0,263.0,210.0,1394,24276500.0,6.6,949,32.0,17124,68.0,-0.30638571428571426
Valiant ,76.0,Adventure|Animation|Comedy|Family|War,English,UK,G,35000000.0,False,True,False,False,False,False,True,False,True,False,True,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,2.0,1000.0,766.0,72.0,1908,19447478.0,5.6,538,93.0,15788,80.0,-0.4443577714285714
Superhero Movie ,82.0,Action|Comedy|Sci-Fi|Thriller,English,USA,PG-13,35000000.0,False,True,False,True,False,True,False,False,False,False,True,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,82.0,1000.0,642.0,418.0,3266,25871834.0,4.5,0,121.0,52052,173.0,-0.26080474285714283
Cursed ,99.0,Comedy|Horror,English,USA,PG-13,35000000.0,False,True,False,False,False,False,False,True,False,False,False,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears,0.0,1000.0,573.0,520.0,2535,19294901.0,5.0,0,158.0,26126,325.0,-0.44871711428571426
Hot Pursuit ,87.0,Action|Comedy|Crime,English,USA,PG-13,35000000.0,False,True,False,False,True,True,False,False,False,False,False,Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley,98.0,472.0,328.0,253.0,1679,34507079.0,5.1,0,155.0,34948,118.0,-0.014083457142857143
Flight of the Intruder ,115.0,Action|Drama|Thriller|War,English,USA,PG-13,35000000.0,True,False,False,True,False,True,False,False,False,False,True,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,468.0,605.0,367.0,150.0,1290,14587732.0,5.7,452,13.0,4795,39.0,-0.5832076571428572
Walk Hard: The Dewey Cox Story ,120.0,Comedy|Music,English,USA,R,35000000.0,False,True,False,False,False,False,False,False,False,False,True,Jake Kasdan,Tim Meadows,Nat Faxon,Matt Price,52.0,553.0,214.0,134.0,1082,18317151.0,6.7,0,171.0,55630,200.0,-0.47665282857142854
American Outlaws ,94.0,Action|Western,English,USA,PG-13,35000000.0,False,False,False,False,False,True,False,False,False,False,True,Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin,10.0,694.0,605.0,141.0,1668,13264986.0,6.0,433,44.0,12077,162.0,-0.6210004
Whiteout ,101.0,Action|Crime|Mystery|Thriller,English,USA,R,35000000.0,False,False,False,True,True,True,False,False,False,False,True,Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle,57.0,1000.0,603.0,230.0,1947,10268846.0,5.5,0,166.0,31918,142.0,-0.7066044
Knock Off ,91.0,Action|Comedy|Thriller,English,Aruba,R,35000000.0,False,True,False,True,False,True,False,False,False,False,False,Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas,85.0,635.0,316.0,105.0,1352,10076136.0,4.8,471,67.0,11512,141.0,-0.7121104
Warriors of Virtue ,101.0,Action|Adventure|Fantasy,English,USA,PG,35000000.0,False,False,False,False,False,True,True,False,False,True,False,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,31.0,690.0,457.0,448.0,1993,6448817.0,4.6,0,24.0,2189,31.0,-0.8157480857142857
Femme Fatale ,114.0,Crime|Drama|Mystery|Thriller,English,France,R,35000000.0,True,False,False,True,True,False,False,False,False,False,True,Brian De Palma,Peter Coyote,Gregg Henry,Rie Rasmussen,0.0,548.0,298.0,115.0,1005,6592103.0,6.3,675,149.0,28584,232.0,-0.8116542
Unfinished Business ,91.0,Comedy,English,USA,R,35000000.0,False,True,False,False,False,False,False,False,False,False,False,Ken Scott,Tom Wilkinson,June Diane Raphael,Melissa McMeekin,31.0,1000.0,249.0,141.0,1564,10214013.0,5.4,0,90.0,23072,89.0,-0.7081710571428571
Chill Factor ,102.0,Action|Adventure|Comedy|Drama|Thriller,English,USA,R,34000000.0,True,True,False,True,False,True,True,False,False,False,False,Hugh Johnson,David Paymer,Kevin J. O'Connor,Hudson Leick,3.0,372.0,248.0,239.0,1274,11227940.0,5.2,120,68.0,8367,94.0,-0.6697664705882352
I Dreamed of Africa ,114.0,Adventure|Drama|Romance,English,USA,PG-13,34000000.0,True,False,True,False,False,False,True,False,False,False,False,Hugh Hudson,Liam Aiken,Eva Marie Saint,Vincent Perez,46.0,818.0,649.0,292.0,1778,6543194.0,5.6,314,52.0,3740,61.0,-0.8075531176470588
Thunder and the House of Magic ,85.0,Adventure|Animation|Comedy|Family|Fantasy,English,Belgium,,34000000.0,False,True,False,False,False,False,True,False,True,True,True,Jeremy Degruson,Kyle Hebert,Brianne Brozey,Joe Ochman,0.0,324.0,15.0,11.0,369,4091.0,6.3,0,60.0,4265,16.0,-0.9998796764705883
The Darkest Hour ,89.0,Action|Adventure|Horror|Sci-Fi|Thriller,English,USA,PG-13,30000000.0,False,False,False,True,False,True,True,True,False,False,True,Chris Gorak,Max Minghella,Veronika Vernadskaya,Dato Bakhtadze,21.0,614.0,150.0,48.0,843,21426805.0,4.9,0,195.0,49312,211.0,-0.2857731666666667
Goal! The Dream Begins ,118.0,Drama|Romance|Sport,English,USA,PG-13,10000000.0,True,False,True,False,False,False,False,False,False,False,True,Danny Cannon,Sean Pertwee,Kuno Becker,Stephen Dillane,41.0,722.0,580.0,577.0,2859,4280577.0,6.8,0,90.0,50919,114.0,-0.5719423
Doomsday ,113.0,Action|Sci-Fi|Thriller,English,UK,R,30000000.0,False,False,False,True,False,True,False,False,False,False,True,Neil Marshall,Ryan Kruger,Jason Cope,Jeremy Crutchley,197.0,165.0,107.0,43.0,391,10955425.0,6.0,0,254.0,62770,396.0,-0.6348191666666667
Snow Dogs ,99.0,Adventure|Comedy|Family|Sport,English,Canada,PG,35000000.0,False,True,False,False,False,False,True,False,True,False,True,Brian Levant,James Coburn,Nichelle Nichols,M. Emmet Walsh,32.0,773.0,664.0,521.0,2916,81150692.0,5.1,0,67.0,20219,100.0,1.3185912
Stigmata ,103.0,Horror,English,USA,R,29000000.0,False,False,False,False,False,False,False,True,False,False,False,Rupert Wainwright,Nia Long,Enrico Colantoni,Portia de Rossi,9.0,826.0,724.0,573.0,3004,50041732.0,6.2,0,131.0,54390,398.0,0.7255769655172414
"Big Mommas: Like Father, Like Son ",113.0,Action|Comedy|Crime,English,USA,PG-13,32000000.0,False,True,False,False,True,True,False,False,False,False,False,John Whitesell,Brandon T. Jackson,Tony Curran,Portia Doubleday,14.0,918.0,845.0,534.0,3500,37911876.0,4.4,0,88.0,19671,47.0,0.184746125
Alive ,120.0,Adventure|Biography|Drama|Thriller,English,USA,R,32000000.0,True,False,False,True,False,False,True,False,False,False,True,Frank Marshall,Illeana Douglas,Danny Nucci,Michael DeLorenzo,155.0,344.0,242.0,240.0,2054,36733909.0,7.1,0,43.0,38949,112.0,0.14793465625
Dreamer: Inspired by a True Story ,98.0,Drama|Family|Sport,English,USA,PG,32000000.0,True,False,False,False,False,False,False,False,True,False,True,John Gatins,Ken Howard,Freddy Rodríguez,Holmes Osborne,61.0,649.0,579.0,83.0,1400,32701088.0,6.9,0,75.0,10018,108.0,0.021909
Laws of Attraction ,90.0,Comedy|Romance,English,Ireland,PG-13,28000000.0,False,True,True,False,False,False,False,False,False,False,False,Peter Howitt,Frances Fisher,Mike Doyle,Nora Dunn,29.0,638.0,160.0,142.0,961,17848322.0,5.9,702,90.0,18771,102.0,-0.36255992857142855
Dragon Wars: D-War ,107.0,Action|Drama|Fantasy|Horror|Thriller,English,South Korea,PG-13,35000000.0,True,False,False,True,False,True,False,True,False,True,False,Hyung-rae Shim,Robert Forster,Aimee Garcia,Chris Mulkey,26.0,889.0,618.0,535.0,3274,10956379.0,3.6,0,93.0,21506,364.0,-0.6869606
The Good German ,105.0,Drama|Mystery|Thriller,English,USA,R,32000000.0,True,False,False,True,False,False,False,False,False,False,True,Steven Soderbergh,Tony Curran,Beau Bridges,Leland Orser,0.0,845.0,552.0,308.0,2355,1304837.0,6.1,559,183.0,21481,175.0,-0.95922384375
Going the Distance ,102.0,Comedy|Romance,English,USA,R,32000000.0,False,True,True,False,False,False,False,False,False,False,False,Nanette Burstein,Rob Riggle,Kelli Garner,Jim Gaffigan,8.0,839.0,730.0,472.0,2961,17797316.0,6.3,0,167.0,50523,113.0,-0.443833875
Mr. Holland's Opus ,143.0,Drama|Music,English,USA,PG,6500000.0,True,False,False,False,False,False,False,False,False,False,True,Stephen Herek,Alicia Witt,Olympia Dukakis,Jean Louisa Kelly,65.0,975.0,345.0,320.0,2223,82528097.0,7.3,0,42.0,30230,154.0,11.696630307692308
Moonraker ,126.0,Action|Adventure|Sci-Fi|Thriller,English,UK,PG,34000000.0,False,False,False,True,False,True,True,False,False,False,True,Lewis Gilbert,Desmond Llewelyn,Lois Chiles,Lois Maxwell,43.0,244.0,202.0,177.0,1008,62700000.0,6.3,0,121.0,69534,294.0,0.8441176470588235
Arachnophobia ,103.0,Comedy|Fantasy|Horror|Thriller,English,USA,PG-13,31000000.0,False,True,False,True,False,False,False,True,False,True,False,Frank Marshall,Julian Sands,Peter Jason,Brian McNamara,155.0,687.0,151.0,125.0,1440,53133888.0,6.3,0,74.0,50389,136.0,0.7139963870967742
Get Shorty ,105.0,Comedy|Crime|Thriller,English,USA,R,30250000.0,False,True,False,True,True,False,False,False,False,False,False,Barry Sonnenfeld,Delroy Lindo,Rene Russo,Jon Gries,188.0,848.0,808.0,482.0,3439,72077000.0,6.9,0,96.0,62986,150.0,1.3827107438016528
Hannah Montana: The Movie ,102.0,Comedy|Drama|Family|Music|Romance,English,USA,G,30000000.0,True,True,True,False,False,False,False,False,True,False,True,Peter Chelsom,Emily Osment,Vanessa Williams,Moises Arias,23.0,1000.0,1000.0,635.0,4516,79566871.0,4.2,0,131.0,31760,140.0,1.6522290333333334
Rugrats in Paris: The Movie ,78.0,Adventure|Animation|Comedy|Family|Romance,English,Germany,G,30000000.0,False,True,True,False,False,False,True,False,True,False,True,Stig Bergqvist,Elizabeth Daily,Casey Kasem,Debbie Reynolds,0.0,971.0,844.0,786.0,4527,76501438.0,6.1,181,41.0,8146,49.0,1.5500479333333332
The Prince of Tides ,132.0,Drama|Romance,English,USA,R,30000000.0,True,False,True,False,False,False,False,False,False,False,False,Barbra Streisand,George Carlin,Blythe Danner,Melinda Dillon,0.0,769.0,713.0,252.0,1936,74787599.0,6.6,883,30.0,12549,109.0,1.4929199666666666
Without a Paddle ,95.0,Adventure|Comedy|Mystery,English,USA,PG-13,19000000.0,False,True,False,False,False,False,True,False,False,False,True,Steven Brill,Antony Starr,Scott Adsit,Bonnie Somerville,65.0,506.0,316.0,246.0,1266,58156435.0,5.9,0,94.0,37479,152.0,2.060865
Like Mike ,99.0,Comedy|Family|Fantasy|Sport,English,USA,PG,30000000.0,False,True,False,False,False,False,False,False,True,True,True,John Schultz,Brenda Song,Robert Forster,Anne Meara,13.0,1000.0,889.0,837.0,3679,51432423.0,5.1,1000,39.0,15074,72.0,0.7144141
A View to a Kill ,131.0,Action|Adventure|Thriller,English,UK,PG,30000000.0,False,False,False,True,False,True,True,False,False,False,False,John Glen,Patrick Macnee,Alison Doody,Tanya Roberts,46.0,1000.0,439.0,433.0,2943,50300000.0,6.3,0,108.0,68565,300.0,0.6766666666666666
The Curse of the Were-Rabbit ,85.0,Animation|Comedy|Family|Mystery|Sci-Fi,English,UK,G,30000000.0,False,True,False,False,False,False,False,False,True,False,True,Steve Box,Mark Gatiss,Geraldine McEwan,Peter Sallis,9.0,567.0,269.0,100.0,1145,56068547.0,7.5,0,209.0,98160,307.0,0.8689515666666666
Black Rain ,125.0,Action|Crime|Thriller,English,USA,R,30000000.0,False,False,False,True,True,True,False,False,False,False,False,Ridley Scott,Stephen Root,Ken Takakura,Kate Capshaw,0.0,939.0,255.0,237.0,1748,45645204.0,6.6,0,63.0,39306,119.0,0.5215068
Blue Crush ,104.0,Drama|Romance|Sport,English,USA,PG-13,30000000.0,True,False,True,False,False,False,False,False,False,False,True,John Stockwell,Faizon Love,Mika Boorem,Sanoe Lake,134.0,585.0,495.0,64.0,1165,40118420.0,5.6,0,69.0,26066,216.0,0.3372806666666667
Meet the Spartans ,86.0,Comedy,English,USA,PG-13,30000000.0,False,True,False,False,False,False,False,False,False,False,False,Jason Friedberg,Carmen Electra,Diedrich Bader,Method Man,82.0,869.0,759.0,362.0,3854,38232624.0,2.7,0,111.0,88518,409.0,0.2744208
Mortal Kombat: Annihilation ,95.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,English,USA,PG-13,30000000.0,False,False,False,True,False,True,True,False,False,True,True,John R. Leonetti,Brian Thompson,Talisa Soto,Robin Shou,40.0,663.0,349.0,342.0,2266,35927406.0,3.7,1000,59.0,36363,256.0,0.1975802
Take the Lead ,118.0,Drama|Music,English,USA,PG-13,30000000.0,True,False,False,False,False,False,False,False,False,False,True,Liz Friedlander,Alfre Woodard,Yaya DaCosta,Jasika Nicole,3.0,1000.0,712.0,439.0,3797,34703228.0,6.7,0,101.0,21767,127.0,0.15677426666666666
What's the Worst That Could Happen? ,94.0,Comedy|Crime,English,USA,PG-13,45000000.0,False,True,False,False,True,False,False,False,False,False,False,Sam Weisman,Bernie Mac,Larry Miller,Richard Schiff,39.0,1000.0,611.0,506.0,3664,32095318.0,5.5,304,64.0,12466,84.0,-0.28677071111111113
Winnie the Pooh ,63.0,Adventure|Animation|Comedy|Family|Musical,English,USA,G,30000000.0,False,True,False,False,False,False,True,False,True,False,True,Stephen J. Anderson,Craig Ferguson,Robert Lopez,Huell Howser,15.0,759.0,73.0,69.0,1002,26687172.0,7.3,0,162.0,15600,55.0,-0.1104276
